group,set,method,scorer,r,cost,len,rouge1_P,rouge1_R,rouge2_P,rouge2_R,idxs
D0829,A,greedy1,am,0.6,83,4,0.4639,0.3914,0.1280,0.1074,42:53:54:16
D0829,A,greedy1,hm,0.6,94,4,0.4016,0.3846,0.1344,0.1284,42:53:48:54
D0829,A,greedy1,R2,0.6,95,4,0.3632,0.3522,0.1330,0.1294,42:48:53:32
D0829,B,greedy1,am,0,102,4,0.4550,0.4735,0.1742,0.1811,46:16:26:52
D0829,B,greedy1,hm,0,104,4,0.4183,0.4383,0.1675,0.1752,46:16:20:39
D0829,B,greedy1,R2,0,104,4,0.4183,0.4383,0.1675,0.1752,46:16:20:39
D0829,B,greedy1,am,0.1,102,4,0.4550,0.4735,0.1717,0.1786,26:16:46:52
D0829,B,greedy1,hm,0.1,104,4,0.4183,0.4383,0.1675,0.1752,46:16:20:39
D0829,B,greedy1,R2,0.1,104,4,0.4183,0.4383,0.1675,0.1752,46:16:20:39
D0829,B,greedy1,am,0.3,102,4,0.4550,0.4735,0.1717,0.1786,26:16:46:52
D0829,B,greedy1,hm,0.3,102,4,0.4550,0.4735,0.1768,0.1836,16:46:26:52
D0829,B,greedy1,R2,0.3,102,4,0.4550,0.4735,0.1768,0.1836,16:46:26:52
D0829,B,greedy1,am,0.4,102,4,0.4550,0.4735,0.1717,0.1786,26:16:46:52
D0829,B,greedy1,hm,0.4,102,4,0.4550,0.4735,0.1768,0.1836,16:46:26:52
D0829,B,greedy1,R2,0.4,102,4,0.4550,0.4735,0.1768,0.1836,16:46:26:52
D0829,B,greedy1,am,0.5,84,3,0.5030,0.4289,0.1944,0.1650,26:16:46
D0829,B,greedy1,hm,0.5,84,3,0.5030,0.4289,0.1975,0.1675,16:46:26
D0829,B,greedy1,R2,0.5,84,3,0.5030,0.4289,0.1975,0.1675,16:46:26
D0829,B,greedy1,am,0.6,84,3,0.5030,0.4289,0.1944,0.1650,26:16:46
D0829,B,greedy1,hm,0.6,84,3,0.5030,0.4289,0.1975,0.1675,16:46:26
D0829,B,greedy1,R2,0.6,84,3,0.5030,0.4289,0.1975,0.1675,16:46:26
D0815,B,greedy1,am,0,102,3,0.4235,0.4225,0.1314,0.1343,196:243:163
D0815,B,greedy1,hm,0,102,3,0.4235,0.4225,0.1314,0.1343,196:243:163
D0815,B,greedy1,R2,0,102,3,0.4235,0.4225,0.1314,0.1343,196:243:163
D0815,B,greedy1,am,0.1,102,3,0.4235,0.4225,0.1314,0.1343,196:243:163
D0815,B,greedy1,hm,0.1,102,3,0.4235,0.4225,0.1314,0.1343,196:243:163
D0815,B,greedy1,R2,0.1,102,3,0.4235,0.4225,0.1314,0.1343,196:243:163
D0815,B,greedy1,am,0.3,102,3,0.4235,0.4225,0.1314,0.1343,196:243:163
D0815,B,greedy1,hm,0.3,102,3,0.4235,0.4225,0.1314,0.1343,196:243:163
D0815,B,greedy1,R2,0.3,102,3,0.4335,0.4136,0.1613,0.1556,196:176:166
D0815,B,greedy1,am,0.4,98,3,0.4415,0.4228,0.1290,0.1262,196:243:65
D0815,B,greedy1,hm,0.4,102,3,0.4235,0.4225,0.1314,0.1343,196:243:163
D0815,B,greedy1,R2,0.4,102,3,0.4335,0.4136,0.1613,0.1556,196:176:166
D0815,B,greedy1,am,0.5,98,3,0.4415,0.4228,0.1290,0.1262,196:243:65
D0815,B,greedy1,hm,0.5,102,3,0.4335,0.4136,0.1613,0.1556,196:176:166
D0815,B,greedy1,R2,0.5,102,3,0.4335,0.4136,0.1613,0.1556,196:176:166
D0815,B,greedy1,am,0.6,90,2,0.4564,0.4001,0.1382,0.1237,196:243
D0815,B,greedy1,hm,0.6,95,3,0.4579,0.4138,0.1619,0.1475,196:176:167
D0815,B,greedy1,R2,0.6,102,3,0.4335,0.4136,0.1613,0.1556,196:176:166
D0810,B,greedy1,am,0,102,3,0.3687,0.3936,0.1097,0.1194,13:265:173
D0810,B,greedy1,hm,0,99,3,0.3594,0.3719,0.1211,0.1281,13:265:69
D0810,B,greedy1,R2,0,104,4,0.3465,0.3759,0.1350,0.1488,13:188:267:217
D0810,B,greedy1,am,0.1,102,3,0.3687,0.3936,0.1097,0.1194,13:265:173
D0810,B,greedy1,hm,0.1,97,4,0.4063,0.4233,0.1526,0.1649,13:194:267:69
D0810,B,greedy1,R2,0.1,104,4,0.3465,0.3759,0.1350,0.1488,13:188:267:217
D0810,B,greedy1,am,0.3,100,4,0.4167,0.4472,0.1403,0.1557,13:194:267:173
D0810,B,greedy1,hm,0.3,97,4,0.4063,0.4233,0.1526,0.1649,13:194:267:69
D0810,B,greedy1,R2,0.3,102,5,0.3850,0.4218,0.1566,0.1790,13:267:47:69:112
D0810,B,greedy1,am,0.4,100,4,0.4167,0.4472,0.1403,0.1557,13:194:267:173
D0810,B,greedy1,hm,0.4,97,4,0.4063,0.4233,0.1526,0.1649,13:267:194:69
D0810,B,greedy1,R2,0.4,102,5,0.3850,0.4218,0.1566,0.1790,13:69:47:267:112
D0810,B,greedy1,am,0.5,100,4,0.4167,0.4472,0.1403,0.1557,13:194:267:173
D0810,B,greedy1,hm,0.5,97,4,0.4063,0.4233,0.1526,0.1649,13:69:194:267
D0810,B,greedy1,R2,0.5,102,5,0.3850,0.4218,0.1566,0.1790,13:69:267:47:112
D0810,B,greedy1,am,0.6,104,5,0.4093,0.4527,0.1559,0.1774,13:194:112:267:67
D0810,B,greedy1,hm,0.6,97,4,0.4063,0.4233,0.1526,0.1649,13:69:267:194
D0810,B,greedy1,R2,0.6,102,5,0.3850,0.4218,0.1566,0.1790,13:69:267:47:112
D0819,A,greedy1,am,0,104,3,0.3589,0.3572,0.1000,0.1003,8:82:70
D0819,A,greedy1,hm,0,102,4,0.3639,0.3617,0.1200,0.1198,8:70:65:113
D0819,A,greedy1,R2,0,102,4,0.3639,0.3617,0.1200,0.1198,8:70:65:113
D0819,A,greedy1,am,0.1,99,3,0.3586,0.3502,0.1097,0.1081,8:70:132
D0819,A,greedy1,hm,0.1,99,4,0.3687,0.3591,0.1224,0.1198,8:70:65:110
D0819,A,greedy1,R2,0.1,99,4,0.3687,0.3591,0.1224,0.1198,8:70:65:110
D0819,A,greedy1,am,0.3,99,4,0.3687,0.3591,0.1224,0.1198,8:70:65:110
D0819,A,greedy1,hm,0.3,99,4,0.3687,0.3591,0.1224,0.1198,8:70:65:110
D0819,A,greedy1,R2,0.3,99,4,0.3687,0.3591,0.1224,0.1198,8:70:65:110
D0819,A,greedy1,am,0.4,97,4,0.3906,0.3697,0.1211,0.1149,8:70:106:56
D0819,A,greedy1,hm,0.4,99,4,0.3687,0.3591,0.1224,0.1198,8:70:65:110
D0819,A,greedy1,R2,0.4,99,4,0.3687,0.3591,0.1224,0.1198,8:65:70:110
D0819,A,greedy1,am,0.5,97,4,0.3906,0.3697,0.1211,0.1149,8:70:106:56
D0819,A,greedy1,hm,0.5,99,4,0.3687,0.3591,0.1224,0.1198,8:70:65:110
D0819,A,greedy1,R2,0.5,99,4,0.3687,0.3591,0.1224,0.1198,8:65:70:110
D0819,A,greedy1,am,0.6,90,4,0.4270,0.3740,0.1193,0.1047,65:106:70:56
D0819,A,greedy1,hm,0.6,99,4,0.3687,0.3591,0.1224,0.1198,8:65:70:110
D0819,A,greedy1,R2,0.6,99,4,0.3687,0.3591,0.1224,0.1198,8:65:70:110
D0804,B,greedy1,am,0,98,3,0.3698,0.3485,0.1053,0.0989,253:65:257
D0804,B,greedy1,hm,0,99,3,0.3617,0.3338,0.1129,0.1038,65:257:89
D0804,B,greedy1,R2,0,99,3,0.3617,0.3338,0.1129,0.1038,65:257:89
D0804,B,greedy1,am,0.1,104,4,0.3861,0.3832,0.1100,0.1086,253:65:27:248
D0804,B,greedy1,hm,0.1,100,4,0.3958,0.3732,0.1289,0.1210,65:257:27:25
D0804,B,greedy1,R2,0.1,104,5,0.3824,0.3831,0.1238,0.1237,65:257:27:133:317
D0804,B,greedy1,am,0.3,104,5,0.4010,0.3980,0.1200,0.1186,257:65:27:248:135
D0804,B,greedy1,hm,0.3,104,5,0.3824,0.3831,0.1238,0.1237,65:257:27:133:317
D0804,B,greedy1,R2,0.3,96,4,0.3936,0.3635,0.1317,0.1212,65:257:27:133
D0804,B,greedy1,am,0.4,101,5,0.4015,0.3904,0.1250,0.1211,257:65:27:248:317
D0804,B,greedy1,hm,0.4,96,4,0.3936,0.3635,0.1317,0.1212,65:257:27:133
D0804,B,greedy1,R2,0.4,96,4,0.3936,0.3635,0.1317,0.1212,65:257:27:133
D0804,B,greedy1,am,0.5,101,5,0.4015,0.3904,0.1250,0.1211,257:65:27:248:317
D0804,B,greedy1,hm,0.5,103,5,0.3837,0.3806,0.1275,0.1261,65:257:27:248:191
D0804,B,greedy1,R2,0.5,96,4,0.3936,0.3635,0.1317,0.1212,65:257:27:133
D0804,B,greedy1,am,0.6,101,5,0.4015,0.3904,0.1250,0.1211,257:248:65:27:317
D0804,B,greedy1,hm,0.6,93,4,0.4093,0.3659,0.1333,0.1186,65:257:27:248
D0804,B,greedy1,R2,0.6,96,4,0.3936,0.3635,0.1317,0.1212,65:257:27:133
D0821,A,greedy1,am,0,102,3,0.4747,0.4693,0.1888,0.1853,5:18:70
D0821,A,greedy1,hm,0,99,3,0.4920,0.4612,0.2016,0.1878,18:5:126
D0821,A,greedy1,R2,0,99,3,0.4920,0.4612,0.2016,0.1878,18:5:126
D0821,A,greedy1,am,0.1,102,3,0.4747,0.4693,0.1888,0.1853,18:5:70
D0821,A,greedy1,hm,0.1,99,3,0.4920,0.4612,0.2016,0.1878,18:5:126
D0821,A,greedy1,R2,0.1,99,3,0.4920,0.4612,0.2016,0.1878,18:5:126
D0821,A,greedy1,am,0.3,99,3,0.4974,0.4718,0.1915,0.1808,18:5:118
D0821,A,greedy1,hm,0.3,103,4,0.4850,0.4852,0.2045,0.2036,18:5:87:40
D0821,A,greedy1,R2,0.3,104,4,0.4530,0.4559,0.2150,0.2158,18:68:42:80
D0821,A,greedy1,am,0.4,101,4,0.5052,0.4835,0.2132,0.2021,18:5:87:16
D0821,A,greedy1,hm,0.4,101,4,0.5052,0.4835,0.2132,0.2021,18:5:87:16
D0821,A,greedy1,R2,0.4,104,4,0.4530,0.4559,0.2150,0.2158,18:68:42:80
D0821,A,greedy1,am,0.5,101,4,0.5052,0.4835,0.2132,0.2021,18:5:87:16
D0821,A,greedy1,hm,0.5,104,4,0.4530,0.4559,0.2150,0.2158,18:68:42:80
D0821,A,greedy1,R2,0.5,91,3,0.4801,0.4210,0.2328,0.2031,18:68:42
D0821,A,greedy1,am,0.6,97,4,0.5106,0.4791,0.2043,0.1903,18:5:87:124
D0821,A,greedy1,hm,0.6,93,4,0.5136,0.4714,0.2225,0.2033,18:68:87:66
D0821,A,greedy1,R2,0.6,69,3,0.5254,0.3610,0.2537,0.1727,18:68:87
D0813,B,greedy1,am,0,104,3,0.4557,0.4503,0.1263,0.1241,209:45:265
D0813,B,greedy1,hm,0,104,3,0.4557,0.4503,0.1263,0.1241,209:45:265
D0813,B,greedy1,R2,0,104,3,0.4557,0.4503,0.1263,0.1241,209:45:265
D0813,B,greedy1,am,0.1,104,3,0.4557,0.4503,0.1263,0.1241,209:45:265
D0813,B,greedy1,hm,0.1,104,3,0.4557,0.4503,0.1263,0.1241,209:45:265
D0813,B,greedy1,R2,0.1,104,3,0.4557,0.4503,0.1263,0.1241,209:45:265
D0813,B,greedy1,am,0.3,104,3,0.4557,0.4503,0.1263,0.1241,209:45:265
D0813,B,greedy1,hm,0.3,104,3,0.4557,0.4503,0.1263,0.1241,209:45:265
D0813,B,greedy1,R2,0.3,104,3,0.4557,0.4503,0.1263,0.1241,209:45:265
D0813,B,greedy1,am,0.4,104,3,0.4557,0.4503,0.1263,0.1241,45:209:265
D0813,B,greedy1,hm,0.4,104,3,0.4557,0.4503,0.1263,0.1241,209:45:265
D0813,B,greedy1,R2,0.4,104,3,0.4557,0.4503,0.1263,0.1241,209:45:265
D0813,B,greedy1,am,0.5,104,3,0.4557,0.4503,0.1263,0.1241,45:209:265
D0813,B,greedy1,hm,0.5,104,3,0.4557,0.4503,0.1263,0.1241,209:45:265
D0813,B,greedy1,R2,0.5,95,3,0.4253,0.3808,0.1395,0.1237,209:116:145
D0813,B,greedy1,am,0.6,104,3,0.4557,0.4503,0.1263,0.1241,45:209:265
D0813,B,greedy1,hm,0.6,90,4,0.4524,0.3903,0.1446,0.1230,209:116:265:224
D0813,B,greedy1,R2,0.6,94,4,0.4489,0.4055,0.1437,0.1281,116:209:265:220
D0820,B,greedy1,am,0,101,3,0.4227,0.4113,0.1354,0.1320,175:95:32
D0820,B,greedy1,hm,0,104,4,0.3914,0.3887,0.1301,0.1294,175:106:178:159
D0820,B,greedy1,R2,0,104,4,0.3903,0.3841,0.1366,0.1348,175:32:105:52
D0820,B,greedy1,am,0.1,101,3,0.4227,0.4113,0.1354,0.1320,175:95:32
D0820,B,greedy1,hm,0.1,96,3,0.4148,0.3786,0.1417,0.1294,175:106:178
D0820,B,greedy1,R2,0.1,104,4,0.4337,0.4261,0.1624,0.1598,175:32:178:172
D0820,B,greedy1,am,0.3,101,3,0.4227,0.4113,0.1354,0.1320,175:95:32
D0820,B,greedy1,hm,0.3,104,4,0.4337,0.4261,0.1624,0.1598,175:32:178:172
D0820,B,greedy1,R2,0.3,104,4,0.4337,0.4261,0.1624,0.1598,32:175:178:172
D0820,B,greedy1,am,0.4,101,3,0.4227,0.4113,0.1354,0.1320,175:95:32
D0820,B,greedy1,hm,0.4,104,4,0.4337,0.4261,0.1624,0.1598,32:175:178:172
D0820,B,greedy1,R2,0.4,104,4,0.4337,0.4261,0.1624,0.1598,32:178:175:172
D0820,B,greedy1,am,0.5,101,3,0.4227,0.4113,0.1354,0.1320,175:95:32
D0820,B,greedy1,hm,0.5,95,4,0.4565,0.4213,0.1648,0.1524,32:178:175:177
D0820,B,greedy1,R2,0.5,104,6,0.4250,0.4261,0.1667,0.1671,32:178:31:117:177:172
D0820,B,greedy1,am,0.6,62,4,0.5556,0.3506,0.1855,0.1164,32:178:66:154
D0820,B,greedy1,hm,0.6,54,4,0.5682,0.3131,0.2130,0.1164,32:178:31:66
D0820,B,greedy1,R2,0.6,32,3,0.6094,0.1954,0.2823,0.0885,32:178:31
D0824,A,greedy1,am,0,104,3,0.3958,0.3773,0.1105,0.1067,40:4:138
D0824,A,greedy1,hm,0,101,4,0.4541,0.4434,0.1778,0.1766,40:9:143:5
D0824,A,greedy1,R2,0,103,4,0.4375,0.4367,0.1742,0.1770,40:9:143:132
D0824,A,greedy1,am,0.1,101,4,0.4541,0.4434,0.1778,0.1766,40:9:143:5
D0824,A,greedy1,hm,0.1,101,4,0.4541,0.4434,0.1778,0.1766,40:9:143:5
D0824,A,greedy1,R2,0.1,103,4,0.4375,0.4367,0.1742,0.1770,40:9:143:132
D0824,A,greedy1,am,0.3,101,4,0.4541,0.4434,0.1778,0.1766,40:9:143:5
D0824,A,greedy1,hm,0.3,101,4,0.4541,0.4434,0.1778,0.1766,40:9:143:5
D0824,A,greedy1,R2,0.3,101,4,0.4541,0.4434,0.1778,0.1766,9:143:40:5
D0824,A,greedy1,am,0.4,101,4,0.4541,0.4434,0.1778,0.1766,40:9:143:5
D0824,A,greedy1,hm,0.4,101,4,0.4541,0.4434,0.1778,0.1766,9:143:40:5
D0824,A,greedy1,R2,0.4,90,3,0.4684,0.4070,0.1919,0.1694,9:143:40
D0824,A,greedy1,am,0.5,101,4,0.4541,0.4434,0.1778,0.1766,40:9:143:5
D0824,A,greedy1,hm,0.5,90,3,0.4684,0.4070,0.1919,0.1694,143:9:40
D0824,A,greedy1,R2,0.5,90,3,0.4684,0.4070,0.1919,0.1694,143:9:40
D0824,A,greedy1,am,0.6,101,4,0.4541,0.4434,0.1778,0.1766,9:143:40:5
D0824,A,greedy1,hm,0.6,61,3,0.5381,0.3161,0.2284,0.1356,143:9:7
D0824,A,greedy1,R2,0.6,61,3,0.5381,0.3161,0.2284,0.1356,143:9:7
D0831,B,greedy1,am,0,104,3,0.4525,0.4747,0.1667,0.1793,1:0:44
D0831,B,greedy1,hm,0,104,4,0.4567,0.5033,0.1820,0.2093,49:0:4:45
D0831,B,greedy1,R2,0,104,4,0.4567,0.5033,0.1820,0.2093,49:0:4:45
D0831,B,greedy1,am,0.1,103,4,0.4684,0.5043,0.1814,0.2003,0:49:44:45
D0831,B,greedy1,hm,0.1,104,4,0.4567,0.5033,0.1820,0.2093,49:0:4:45
D0831,B,greedy1,R2,0.1,104,4,0.4567,0.5033,0.1820,0.2093,49:0:4:45
D0831,B,greedy1,am,0.3,103,4,0.4684,0.5043,0.1838,0.2029,49:0:44:45
D0831,B,greedy1,hm,0.3,104,4,0.4567,0.5033,0.1820,0.2093,49:0:4:45
D0831,B,greedy1,R2,0.3,104,4,0.4567,0.5033,0.1820,0.2093,49:0:4:45
D0831,B,greedy1,am,0.4,103,4,0.4684,0.5043,0.1838,0.2029,49:0:44:45
D0831,B,greedy1,hm,0.4,104,4,0.4567,0.5033,0.1820,0.2093,49:0:4:45
D0831,B,greedy1,R2,0.4,98,4,0.4515,0.4695,0.1881,0.2044,49:0:4:52
D0831,B,greedy1,am,0.5,103,4,0.4684,0.5043,0.1838,0.2029,49:0:44:45
D0831,B,greedy1,hm,0.5,103,4,0.4684,0.5043,0.1838,0.2029,49:0:44:45
D0831,B,greedy1,R2,0.5,98,4,0.4515,0.4695,0.1881,0.2044,49:0:4:52
D0831,B,greedy1,am,0.6,95,4,0.4895,0.4876,0.1862,0.1909,49:0:44:77
D0831,B,greedy1,hm,0.6,86,3,0.5029,0.4531,0.1971,0.1829,49:0:44
D0831,B,greedy1,R2,0.6,98,4,0.4515,0.4695,0.1881,0.2044,49:0:4:52
D0815,A,greedy1,am,0,104,3,0.4356,0.4337,0.1300,0.1293,209:44:129
D0815,A,greedy1,hm,0,102,3,0.3995,0.3826,0.1771,0.1705,19:1:231
D0815,A,greedy1,R2,0,102,3,0.3995,0.3826,0.1771,0.1705,19:1:231
D0815,A,greedy1,am,0.1,104,3,0.4356,0.4337,0.1300,0.1293,209:44:129
D0815,A,greedy1,hm,0.1,102,3,0.3995,0.3826,0.1771,0.1705,19:1:231
D0815,A,greedy1,R2,0.1,102,3,0.3995,0.3826,0.1771,0.1705,19:1:231
D0815,A,greedy1,am,0.3,104,3,0.4356,0.4337,0.1300,0.1293,209:44:129
D0815,A,greedy1,hm,0.3,102,3,0.4125,0.4063,0.1616,0.1594,185:0:276
D0815,A,greedy1,R2,0.3,104,3,0.3900,0.3844,0.1742,0.1716,185:20:24
D0815,A,greedy1,am,0.4,104,3,0.4356,0.4337,0.1300,0.1293,209:44:129
D0815,A,greedy1,hm,0.4,104,3,0.3900,0.3844,0.1692,0.1667,185:24:20
D0815,A,greedy1,R2,0.4,104,3,0.3900,0.3844,0.1692,0.1667,185:24:20
D0815,A,greedy1,am,0.5,101,4,0.4520,0.4411,0.1505,0.1471,185:141:118:143
D0815,A,greedy1,hm,0.5,98,4,0.4286,0.4145,0.1701,0.1645,185:141:208:143
D0815,A,greedy1,R2,0.5,98,4,0.4304,0.4120,0.1719,0.1648,185:24:231:141
D0815,A,greedy1,am,0.6,94,4,0.4624,0.4240,0.1658,0.1521,185:141:231:4
D0815,A,greedy1,hm,0.6,98,4,0.4304,0.4120,0.1771,0.1698,185:141:231:24
D0815,A,greedy1,R2,0.6,98,4,0.4304,0.4120,0.1771,0.1698,185:141:24:231
D0817,A,greedy1,am,0,102,3,0.4400,0.4424,0.1818,0.1839,171:0:250
D0817,A,greedy1,hm,0,102,3,0.4400,0.4424,0.1818,0.1839,171:0:250
D0817,A,greedy1,R2,0,102,3,0.4158,0.4101,0.1881,0.1870,0:164:250
D0817,A,greedy1,am,0.1,102,3,0.4400,0.4424,0.1818,0.1839,171:0:250
D0817,A,greedy1,hm,0.1,102,3,0.4400,0.4424,0.1818,0.1839,171:0:250
D0817,A,greedy1,R2,0.1,102,3,0.4158,0.4101,0.1881,0.1870,0:164:250
D0817,A,greedy1,am,0.3,102,3,0.4400,0.4424,0.1818,0.1839,171:0:250
D0817,A,greedy1,hm,0.3,102,3,0.4400,0.4424,0.1843,0.1865,0:171:250
D0817,A,greedy1,R2,0.3,100,4,0.4286,0.4226,0.2010,0.1989,0:241:250:115
D0817,A,greedy1,am,0.4,103,4,0.4728,0.4802,0.1675,0.1711,0:144:250:51
D0817,A,greedy1,hm,0.4,100,4,0.4286,0.4226,0.2010,0.1989,0:241:250:115
D0817,A,greedy1,R2,0.4,100,4,0.4286,0.4226,0.2010,0.1989,0:241:250:115
D0817,A,greedy1,am,0.5,103,5,0.5000,0.5127,0.1535,0.1580,0:144:138:51:242
D0817,A,greedy1,hm,0.5,100,4,0.4286,0.4226,0.2010,0.1989,0:241:250:115
D0817,A,greedy1,R2,0.5,100,4,0.4286,0.4226,0.2010,0.1989,0:241:250:115
D0817,A,greedy1,am,0.6,86,4,0.5353,0.4573,0.1786,0.1529,0:144:51:138
D0817,A,greedy1,hm,0.6,55,2,0.5357,0.3013,0.2500,0.1398,0:241
D0817,A,greedy1,R2,0.6,55,2,0.5357,0.3013,0.2500,0.1398,0:241
D0828,A,greedy1,am,0,99,3,0.4588,0.4504,0.1641,0.1614,97:120:159
D0828,A,greedy1,hm,0,104,3,0.4559,0.4715,0.1931,0.2008,50:120:98
D0828,A,greedy1,R2,0,104,3,0.4559,0.4715,0.1931,0.2008,50:120:98
D0828,A,greedy1,am,0.1,99,3,0.4588,0.4504,0.1641,0.1614,97:120:159
D0828,A,greedy1,hm,0.1,104,3,0.4559,0.4715,0.1931,0.2008,50:120:98
D0828,A,greedy1,R2,0.1,104,3,0.4559,0.4715,0.1931,0.2008,50:120:98
D0828,A,greedy1,am,0.3,104,3,0.4559,0.4715,0.1931,0.2008,50:120:98
D0828,A,greedy1,hm,0.3,104,3,0.4559,0.4715,0.1931,0.2008,50:120:98
D0828,A,greedy1,R2,0.3,104,3,0.4559,0.4715,0.1931,0.2008,50:120:98
D0828,A,greedy1,am,0.4,104,3,0.4559,0.4715,0.1931,0.2008,50:120:98
D0828,A,greedy1,hm,0.4,104,3,0.4559,0.4715,0.1931,0.2008,50:120:98
D0828,A,greedy1,R2,0.4,104,3,0.4559,0.4715,0.1931,0.2008,50:120:98
D0828,A,greedy1,am,0.5,104,3,0.4559,0.4715,0.1931,0.2008,50:120:98
D0828,A,greedy1,hm,0.5,104,3,0.4559,0.4715,0.1931,0.2008,50:120:98
D0828,A,greedy1,R2,0.5,93,4,0.4651,0.4389,0.2038,0.1939,120:2:98:88
D0828,A,greedy1,am,0.6,104,3,0.4559,0.4715,0.1931,0.2008,50:120:98
D0828,A,greedy1,hm,0.6,83,3,0.4881,0.4165,0.2108,0.1813,120:2:98
D0828,A,greedy1,R2,0.6,83,3,0.4881,0.4165,0.2108,0.1813,120:2:98
D0831,A,greedy1,am,0,104,4,0.4490,0.4485,0.2191,0.2209,7:56:67:100
D0831,A,greedy1,hm,0,103,4,0.4895,0.4719,0.2340,0.2261,67:56:14:100
D0831,A,greedy1,R2,0,104,4,0.4490,0.4485,0.2191,0.2209,67:56:7:100
D0831,A,greedy1,am,0.1,104,4,0.4490,0.4485,0.2191,0.2209,7:56:67:100
D0831,A,greedy1,hm,0.1,103,4,0.4895,0.4719,0.2340,0.2261,67:56:14:100
D0831,A,greedy1,R2,0.1,103,4,0.4921,0.4761,0.2473,0.2409,67:56:5:24
D0831,A,greedy1,am,0.3,103,4,0.4895,0.4719,0.2340,0.2261,67:56:14:100
D0831,A,greedy1,hm,0.3,103,4,0.4895,0.4719,0.2340,0.2261,67:56:14:100
D0831,A,greedy1,R2,0.3,103,4,0.4921,0.4761,0.2473,0.2409,67:56:5:24
D0831,A,greedy1,am,0.4,103,4,0.4895,0.4719,0.2340,0.2261,67:56:14:100
D0831,A,greedy1,hm,0.4,103,4,0.4895,0.4719,0.2340,0.2261,67:56:14:100
D0831,A,greedy1,R2,0.4,103,4,0.4921,0.4761,0.2473,0.2409,67:56:5:24
D0831,A,greedy1,am,0.5,93,3,0.5265,0.4544,0.2440,0.2107,67:56:14
D0831,A,greedy1,hm,0.5,103,4,0.4921,0.4761,0.2473,0.2409,67:56:5:24
D0831,A,greedy1,R2,0.5,103,4,0.4921,0.4761,0.2473,0.2409,67:56:5:24
D0831,A,greedy1,am,0.6,93,3,0.5265,0.4544,0.2440,0.2107,67:56:14
D0831,A,greedy1,hm,0.6,103,4,0.4921,0.4761,0.2473,0.2409,67:56:5:24
D0831,A,greedy1,R2,0.6,103,4,0.4921,0.4761,0.2473,0.2409,67:56:5:24
D0833,B,greedy1,am,0,99,3,0.4323,0.4033,0.1842,0.1721,32:106:57
D0833,B,greedy1,hm,0,99,3,0.4323,0.4033,0.1842,0.1721,32:106:57
D0833,B,greedy1,R2,0,99,3,0.4323,0.4033,0.1842,0.1721,32:106:57
D0833,B,greedy1,am,0.1,99,3,0.4323,0.4033,0.1842,0.1721,32:106:57
D0833,B,greedy1,hm,0.1,99,3,0.4323,0.4033,0.1842,0.1721,32:106:57
D0833,B,greedy1,R2,0.1,100,4,0.4242,0.4079,0.1913,0.1844,32:106:1:93
D0833,B,greedy1,am,0.3,101,4,0.4325,0.4203,0.1768,0.1723,32:106:46:91
D0833,B,greedy1,hm,0.3,101,4,0.4450,0.4318,0.1894,0.1842,32:106:1:63
D0833,B,greedy1,R2,0.3,100,4,0.4242,0.4079,0.1913,0.1844,32:106:1:93
D0833,B,greedy1,am,0.4,101,4,0.4450,0.4318,0.1894,0.1842,32:106:1:63
D0833,B,greedy1,hm,0.4,101,4,0.4450,0.4318,0.1894,0.1842,32:106:1:63
D0833,B,greedy1,R2,0.4,100,4,0.4242,0.4079,0.1913,0.1844,32:106:1:93
D0833,B,greedy1,am,0.5,101,4,0.4450,0.4318,0.1894,0.1842,32:106:1:63
D0833,B,greedy1,hm,0.5,101,4,0.4450,0.4318,0.1894,0.1842,32:106:1:63
D0833,B,greedy1,R2,0.5,86,3,0.4588,0.3787,0.2083,0.1721,32:106:1
D0833,B,greedy1,am,0.6,101,4,0.4450,0.4318,0.1894,0.1842,32:106:1:63
D0833,B,greedy1,hm,0.6,86,3,0.4588,0.3787,0.2083,0.1721,32:106:1
D0833,B,greedy1,R2,0.6,86,3,0.4588,0.3787,0.2083,0.1721,32:106:1
D0833,A,greedy1,am,0,101,4,0.5581,0.5513,0.2704,0.2661,9:0:45:74
D0833,A,greedy1,hm,0,101,4,0.5581,0.5513,0.2704,0.2661,9:0:45:74
D0833,A,greedy1,R2,0,93,3,0.5440,0.4939,0.3028,0.2740,9:0:46
D0833,A,greedy1,am,0.1,101,4,0.5581,0.5513,0.2704,0.2661,9:0:45:74
D0833,A,greedy1,hm,0.1,101,4,0.5581,0.5513,0.2704,0.2661,9:0:45:74
D0833,A,greedy1,R2,0.1,93,3,0.5440,0.4939,0.3028,0.2740,9:0:46
D0833,A,greedy1,am,0.3,90,3,0.5994,0.5263,0.3046,0.2661,9:0:45
D0833,A,greedy1,hm,0.3,90,3,0.5994,0.5263,0.3046,0.2661,9:0:45
D0833,A,greedy1,R2,0.3,93,3,0.5440,0.4939,0.3028,0.2740,9:0:46
D0833,A,greedy1,am,0.4,90,3,0.5994,0.5263,0.3046,0.2661,9:0:45
D0833,A,greedy1,hm,0.4,90,3,0.5994,0.5263,0.3046,0.2661,9:0:45
D0833,A,greedy1,R2,0.4,93,3,0.5440,0.4939,0.3028,0.2740,9:0:46
D0833,A,greedy1,am,0.5,90,3,0.5994,0.5263,0.3046,0.2661,9:0:45
D0833,A,greedy1,hm,0.5,90,3,0.5994,0.5263,0.3046,0.2661,9:0:45
