position,doc_sents,sent_id,group,set,doc_id,num_words,R1.R,R1.P,R2.R,R2.P,nouns,prpns,target,nf,lexrank,tfisf,btfisf,scores
35,39,222,D0918,B,LTW_ENG_20060209.0042,38,0.1541,0.4214,0.0371,0.1029,13,1,0,(),1.73653,1.31081,1.48855,1.03585
36,39,223,D0918,B,LTW_ENG_20060209.0042,20,0.1017,0.4875,0,0,7,0,0,(),1.12102,-0.485253,-0.348821,1.02838
37,39,224,D0918,B,LTW_ENG_20060209.0042,18,0.08262,0.4444,0.01001,0.05882,3,1,0,(),1.34961,-1.14941,-0.625571,1.05714
0,22,226,D0918,B,NYT_ENG_20060211.0042,18,0.08674,0.4853,0.00831,0.04688,3,2,0,(),1.60768,-0.654151,0.602367,1.19859
1,22,227,D0918,B,NYT_ENG_20060211.0042,32,0.1506,0.4677,0.01259,0.04167,6,1,0,(),1.4172,-0.0589504,-0.0946413,1.04196
2,22,228,D0918,B,NYT_ENG_20060211.0042,14,0.05458,0.4375,0.005059,0.04545,1,1,0,(),0.645158,-1.00816,-0.961486,1.04997
3,22,229,D0918,B,NYT_ENG_20060211.0042,29,0.1215,0.4196,0.007486,0.02778,5,0,0,(),1.35366,-0.368487,-0.657618,0.983002
4,22,230,D0918,B,NYT_ENG_20060211.0042,37,0.1392,0.375,0,0,3,2,0,(),1.24533,0.304387,0.0734881,0.953063
5,22,231,D0918,B,NYT_ENG_20060211.0042,50,0.1014,0.2074,0.002632,0.005435,8,8,0,(),0.255748,2.76796,1.31973,0.842173
6,22,232,D0918,B,NYT_ENG_20060211.0042,35,0.08774,0.25,0.007534,0.02273,7,0,0,(),0.275991,0.471807,-0.198004,0.888008
8,22,234,D0918,B,NYT_ENG_20060211.0042,38,0.0914,0.2574,0.002475,0.007576,6,0,0,(),0.506719,0.0177826,-0.338653,0.893064
10,22,236,D0918,B,NYT_ENG_20060211.0042,22,0.04943,0.2262,0.005107,0.025,2,1,0,(),0.5266,-0.750941,-0.78307,0.946702
11,22,237,D0918,B,NYT_ENG_20060211.0042,29,0.04301,0.1466,0.002427,0.008929,4,11,0,(),0.310765,1.18489,0.103061,0.917835
12,22,238,D0918,B,NYT_ENG_20060211.0042,21,0.04146,0.1905,0,0,6,3,0,(),0.294219,0.56023,-0.262736,0.932594
13,22,239,D0918,B,NYT_ENG_20060211.0042,18,0.04632,0.25,0,0,3,5,0,(),0.657451,-0.205023,-0.710861,0.98584
14,22,240,D0918,B,NYT_ENG_20060211.0042,22,0.04647,0.2143,0,0,9,1,0,(),0.499237,0.11362,-0.524267,0.939417
15,22,241,D0918,B,NYT_ENG_20060211.0042,17,0.0311,0.2,0,0,7,1,0,(),0.469249,0.0799764,-0.430896,0.964278
16,22,242,D0918,B,NYT_ENG_20060211.0042,25,0.04923,0.2159,0,0,7,1,0,(),0.374531,-0.0375743,-0.612805,0.913964
17,22,243,D0918,B,NYT_ENG_20060211.0042,19,0.0646,0.3472,0.002475,0.01471,4,4,0,(),0.3613,-0.627247,-0.958112,0.950741
18,22,244,D0918,B,NYT_ENG_20060211.0042,39,0.098,0.2714,0,0,5,0,0,(),0.40384,0.54069,-0.00297001,0.858255
19,22,245,D0918,B,NYT_ENG_20060211.0042,39,0.09815,0.2639,0,0,13,0,0,(),0.411938,1.99234,0.741853,0.865598
20,22,246,D0918,B,NYT_ENG_20060211.0042,20,0.03921,0.2083,0.005573,0.02941,5,0,0,(),0.496653,0.0220884,-0.462763,0.94426
21,22,247,D0918,B,NYT_ENG_20060211.0042,28,0.05183,0.2,0,0,8,0,0,(),0.317995,0.473064,-0.31378,0.893406
0,63,0,D0919,B,APW_ENG_20050211.0003,50,0.1913,0.383,0.04082,0.08152,10,7,0,(),2.54597,2.05805,5.36709,1.26962
1,63,1,D0919,B,APW_ENG_20050211.0003,25,0.1023,0.4062,0.007602,0.03261,3,3,0,(),0.942229,-0.423912,-0.224649,1.03941
2,63,2,D0919,B,APW_ENG_20050211.0003,26,0.09529,0.36,0.0025,0.01042,4,1,0,(),0.757937,-0.532683,-0.412327,0.994202
3,63,3,D0919,B,APW_ENG_20050211.0003,34,0.08254,0.2583,0.0025,0.008621,7,3,0,(),0.498213,0.803657,0.629363,0.929838
4,63,4,D0919,B,APW_ENG_20050211.0003,29,0.0874,0.3056,0.01387,0.04808,4,4,0,(),1.0708,0.555222,0.809709,1.01
5,63,5,D0919,B,APW_ENG_20050211.0003,20,0.05001,0.2639,0.007829,0.04412,6,2,0,(),1.3291,-0.0488821,-0.0409428,1.05579
6,63,6,D0919,B,APW_ENG_20050211.0003,14,0.0559,0.375,0.005814,0.03846,3,0,0,(),0.677072,-0.97169,-0.739823,0.997439
7,63,7,D0919,B,APW_ENG_20050211.0003,10,0.01837,0.1944,0,0,0,1,0,(),0.199895,-1.58368,-1.51819,0.97308
8,63,8,D0919,B,APW_ENG_20050211.0003,34,0.1163,0.3438,0.01364,0.04032,6,8,0,(),1.28348,0.874049,1.8721,1.04437
9,63,9,D0919,B,APW_ENG_20050211.0003,19,0.09527,0.4737,0.01824,0.09722,5,2,0,(),0.667116,-0.796833,-0.904764,0.961221
10,63,10,D0919,B,APW_ENG_20050211.0003,26,0.08497,0.3636,0.01579,0.07143,7,3,0,(),1.18558,0.0798653,0.334699,1.02529
11,63,11,D0919,B,APW_ENG_20050211.0003,16,0.03214,0.1875,0,0,7,0,0,(),0.0509655,-0.466989,-0.864266,0.92368
12,63,12,D0919,B,APW_ENG_20050211.0003,17,0.05231,0.3333,0.007829,0.05357,2,5,0,(),1.58719,-0.703963,-0.167929,1.0806
13,63,13,D0919,B,APW_ENG_20050211.0003,30,0.1031,0.3362,0.01283,0.04464,7,2,0,(),0.654302,0.279116,0.274435,0.950681
14,63,14,D0919,B,APW_ENG_20050211.0003,17,0.07118,0.4219,0.03377,0.2167,3,3,0,(),0.125597,-0.523312,-0.897249,0.938657
15,63,15,D0919,B,APW_ENG_20050211.0003,8,0.04256,0.5,0.014,0.1786,2,2,0,(),1.53717,-1.24527,-0.949709,1.09824
16,63,16,D0919,B,APW_ENG_20050211.0003,37,0.09171,0.2742,0.005685,0.01667,4,5,0,(),1.06235,-0.25509,-0.00662667,0.945599
17,63,17,D0919,B,APW_ENG_20050211.0003,19,0.03709,0.1842,0.002907,0.01389,3,4,0,(),0.542114,0.106108,-0.421334,0.967501
18,63,18,D0919,B,APW_ENG_20050211.0003,25,0.1309,0.49,0.02729,0.1042,2,7,0,(),2.22666,-0.354034,0.13785,1.09755
19,63,19,D0919,B,APW_ENG_20050211.0003,21,0.07665,0.3625,0.01324,0.06579,3,5,0,(),0.797813,-0.0276699,0.232933,1.00959
20,63,20,D0919,B,APW_ENG_20050211.0003,29,0.09089,0.2931,0.008314,0.02679,8,3,0,(),0.371718,0.316016,0.502468,0.941015
21,63,21,D0919,B,APW_ENG_20050211.0003,16,0.04982,0.3393,0.01255,0.09615,2,5,0,(),0.652987,-0.490717,-0.878161,0.967422
22,63,22,D0919,B,APW_ENG_20050211.0003,22,0.07492,0.3182,0.01851,0.08333,6,4,0,(),0.681433,-0.0287124,-0.260147,0.974372
23,63,23,D0919,B,APW_ENG_20050211.0003,32,0.1647,0.4922,0.04288,0.1371,9,1,1,(),0.689484,0.50019,0.162573,0.932141
24,63,24,D0919,B,APW_ENG_20050211.0003,23,0.0869,0.4125,0.01,0.05263,6,2,0,(),0.595187,-0.29746,-0.764992,0.928717
25,63,25,D0919,B,APW_ENG_20050211.0003,22,0.08165,0.369,0.0025,0.0125,4,2,0,(),0.639711,-0.842809,-0.908901,0.954873
26,63,26,D0919,B,APW_ENG_20050211.0003,26,0.0946,0.375,0.02324,0.09783,4,3,0,(),1.00227,-0.229851,-0.440375,0.956628
27,63,27,D0919,B,APW_ENG_20050211.0003,22,0.0717,0.3553,0.01329,0.06944,2,6,0,(),1.24453,-0.465609,0.205457,1.0459
28,63,28,D0919,B,APW_ENG_20050211.0003,17,0.07757,0.4833,0.008236,0.05357,1,7,0,(),1.65182,-0.569325,-0.395436,1.08493
29,63,29,D0919,B,APW_ENG_20050211.0003,26,0.113,0.4479,0.01288,0.05435,3,6,0,(),2.12397,-0.128403,0.322097,1.08314
30,63,30,D0919,B,APW_ENG_20050211.0003,12,0.04421,0.3542,0.01033,0.09091,1,4,0,(),0.410984,-0.833441,-0.905967,0.985193
31,63,31,D0919,B,APW_ENG_20050211.0003,34,0.1212,0.3594,0.02601,0.08065,8,2,0,(),0.896741,0.717339,0.568531,0.933277
33,63,33,D0919,B,APW_ENG_20050211.0003,10,0.02372,0.225,0,0,2,0,0,(),0.117735,-1.1554,-1.26739,0.959197
34,63,34,D0919,B,APW_ENG_20050211.0003,18,0.06625,0.3472,0.005458,0.02941,3,4,0,(),1.33054,-0.403985,0.521588,1.08532
35,63,35,D0919,B,APW_ENG_20050211.0003,20,0.06563,0.3125,0.007829,0.03947,5,2,0,(),1.53692,-0.304442,0.198633,1.05862
36,63,36,D0919,B,APW_ENG_20050211.0003,23,0.0746,0.3182,0.005407,0.02381,5,3,0,(),0.91912,-0.539833,-0.536614,0.980798
37,63,37,D0919,B,APW_ENG_20050211.0003,23,0.06687,0.2717,0,0,4,0,0,(),0.192973,-0.340797,-0.599119,0.898161
38,63,38,D0919,B,APW_ENG_20050211.0003,20,0.06625,0.3472,0.01033,0.05882,4,2,0,(),1.24556,-0.647029,-0.581866,1.02133
39,63,39,D0919,B,APW_ENG_20050211.0003,21,0.05558,0.25,0,0,7,0,0,(),0.280976,-0.286333,-0.572672,0.915326
40,63,40,D0919,B,APW_ENG_20050211.0003,49,0.137,0.2826,0.005329,0.01111,9,6,0,(),0.404101,1.56878,1.16585,0.849827
41,63,41,D0919,B,APW_ENG_20050211.0003,23,0.06984,0.2955,0.008314,0.03571,2,4,0,(),0.810311,-0.224358,0.00784988,0.984789
42,63,42,D0919,B,APW_ENG_20050211.0003,19,0.02647,0.1562,0,0,4,3,0,(),0.496341,-0.674787,-0.782394,0.956285
44,63,44,D0919,B,APW_ENG_20050211.0003,34,0.1091,0.3106,0.008314,0.02344,6,2,0,(),1.24915,0.794713,0.9451,0.986514
45,63,45,D0919,B,APW_ENG_20050211.0003,13,0.05793,0.5,0.01311,0.125,1,4,0,(),1.9698,-0.699643,-0.222985,1.12148
46,63,46,D0919,B,APW_ENG_20050211.0003,23,0.08519,0.3636,0.01096,0.04762,5,2,0,(),0.771655,-0.105937,0.0436357,0.980752
47,63,47,D0919,B,APW_ENG_20050211.0003,10,0.03461,0.3611,0,0,1,2,0,(),1.42226,-1.29885,-0.808198,1.07051
48,63,48,D0919,B,APW_ENG_20050211.0003,15,0.08542,0.5333,0.01364,0.08929,3,3,0,(),1.77377,-0.813154,-0.329469,1.10467
49,63,49,D0919,B,APW_ENG_20050211.0003,23,0.06358,0.2857,0,0,4,1,0,(),0.919562,-0.845411,-0.70942,0.955949
50,63,50,D0919,B,APW_ENG_20050211.0003,48,0.1887,0.3859,0.01614,0.03333,11,2,0,(),1.60887,1.50517,1.40723,0.950613
51,63,51,D0919,B,APW_ENG_20050211.0003,37,0.1228,0.3382,0.02407,0.06818,6,2,0,(),1.0662,0.651505,0.484248,0.937282
52,63,52,D0919,B,APW_ENG_20050211.0003,16,0.04483,0.3036,0.007829,0.05769,1,2,0,(),1.55298,-0.935222,-0.750628,1.0429
53,63,53,D0919,B,APW_ENG_20050211.0003,13,0.05239,0.4167,0.008185,0.06818,1,2,0,(),1.41862,-1.38937,-1.0341,1.06001
54,63,54,D0919,B,APW_ENG_20050211.0003,13,0.03872,0.2885,0.01533,0.125,3,5,0,(),2.32286,-0.545819,-0.134767,1.15117
55,63,55,D0919,B,APW_ENG_20050211.0003,22,0.07063,0.3214,0.01033,0.05,3,6,0,(),1.39708,0.0395703,-0.0427098,1.02875
56,63,56,D0919,B,APW_ENG_20050211.0003,9,0.02372,0.25,0,0,2,0,0,(),0.105726,-1.26973,-1.2191,0.943488
57,63,57,D0919,B,APW_ENG_20050211.0003,16,0.06125,0.3833,0,0,3,3,0,(),0.805487,-0.742614,-0.655361,0.981552
58,63,58,D0919,B,APW_ENG_20050211.0003,32,0.09341,0.2917,0.005407,0.01724,5,8,0,(),1.8733,0.686682,1.12008,1.05681
59,63,59,D0919,B,APW_ENG_20050211.0003,21,0.08722,0.4125,0.0025,0.01316,4,1,0,(),0.589228,-0.35402,-0.631361,0.94652
60,63,60,D0919,B,APW_ENG_20050211.0003,18,0.07515,0.4118,0.01862,0.1094,3,4,0,(),1.9794,-0.372667,0.246213,1.12282
61,63,61,D0919,B,APW_ENG_20050211.0003,23,0.07462,0.3182,0.01038,0.04762,4,2,0,(),0.45311,-0.276636,-0.0951805,0.930773
62,63,62,D0919,B,APW_ENG_20050211.0003,14,0.02169,0.1429,0,0,3,0,0,(),0.207958,-1.00418,-0.748749,0.939149
0,53,63,D0919,B,LTW_ENG_20050211.0006,8,0.01872,0.2188,0,0,3,0,0,(),0.160076,-1.25431,-0.451969,1.06526
1,53,64,D0919,B,LTW_ENG_20050211.0006,35,0.14,0.4417,0.02389,0.07759,6,9,0,(),2.21954,0.993162,2.27765,1.19784
2,53,65,D0919,B,LTW_ENG_20050211.0006,25,0.08135,0.337,0.01061,0.04545,4,4,0,(),1.23029,0.0756066,0.662354,1.09435
3,53,66,D0919,B,LTW_ENG_20050211.0006,32,0.1189,0.4018,0.007829,0.02778,6,5,0,(),1.91898,0.338297,0.676287,1.05203
4,53,67,D0919,B,LTW_ENG_20050211.0006,23,0.08953,0.425,0.01288,0.06579,5,3,0,(),1.71681,-0.152097,0.118796,1.08112
5,53,68,D0919,B,LTW_ENG_20050211.0006,15,0.06281,0.4286,0.01584,0.1154,4,1,0,(),1.50072,-0.777869,-0.0402039,1.09173
6,53,69,D0919,B,LTW_ENG_20050211.0006,21,0.08255,0.3875,0.007958,0.03947,3,1,0,(),0.976041,-0.908534,-0.530994,0.994002
7,53,70,D0919,B,LTW_ENG_20050211.0006,19,0.05271,0.3125,0.005278,0.03333,2,4,0,(),0.787721,-0.0152287,0.461359,1.03194
8,53,71,D0919,B,LTW_ENG_20050211.0006,14,0.04496,0.3036,0.007907,0.05769,4,1,0,(),0.582763,-0.425222,-0.479787,0.99143
9,53,72,D0919,B,LTW_ENG_20050211.0006,8,0.02939,0.3438,0,0,3,0,0,(),0.0691605,-1.60653,-1.53157,0.971665
10,53,73,D0919,B,LTW_ENG_20050211.0006,9,0.02952,0.3056,0,0,0,2,0,(),0.161928,-1.0229,-0.956423,0.969989
11,53,74,D0919,B,LTW_ENG_20050211.0006,13,0.03199,0.25,0.002907,0.02273,4,1,0,(),0.762458,-1.10787,-0.593159,1.01825
12,53,75,D0919,B,LTW_ENG_20050211.0006,16,0.05546,0.3281,0.007551,0.05,3,5,0,(),0.308359,-0.446617,-0.852337,0.958364
13,53,76,D0919,B,LTW_ENG_20050211.0006,37,0.1222,0.3382,0.03284,0.09091,2,12,0,(),1.79268,1.39967,1.30038,1.01812
14,53,77,D0919,B,LTW_ENG_20050211.0006,54,0.189,0.3622,0.04411,0.08333,10,9,0,(),2.00378,2.10205,2.51859,1.00439
15,53,78,D0919,B,LTW_ENG_20050211.0006,29,0.09156,0.3148,0.01364,0.04808,3,4,0,(),1.43922,-0.182568,-0.143129,1.00878
16,53,79,D0919,B,LTW_ENG_20050211.0006,8,0.02084,0.25,0.0025,0.03571,2,2,0,(),0.704796,-0.98566,-0.965987,1.03345
17,53,80,D0919,B,LTW_ENG_20050211.0006,33,0.1231,0.3485,0.02479,0.07031,4,5,0,(),1.65389,0.496498,0.774436,1.01448
18,53,81,D0919,B,LTW_ENG_20050211.0006,31,0.09896,0.319,0.01538,0.05357,5,5,0,(),1.36331,0.0431885,0.463317,1.01416
19,53,82,D0919,B,LTW_ENG_20050211.0006,17,0.0559,0.3281,0.01897,0.1167,4,2,0,(),0.417075,-0.211533,-0.362765,0.97536
20,53,83,D0919,B,LTW_ENG_20050211.0006,20,0.09313,0.4605,0.0274,0.1389,6,3,0,(),1.11373,0.111841,0.129003,1.01723
21,53,84,D0919,B,LTW_ENG_20050211.0006,27,0.1006,0.3654,0.01329,0.05,6,3,0,(),1.50309,0.427693,0.876748,1.05628
22,53,85,D0919,B,LTW_ENG_20050211.0006,31,0.06393,0.2143,0.005685,0.01852,5,8,0,(),0.836279,1.32713,0.962464,0.968516
23,53,86,D0919,B,LTW_ENG_20050211.0006,17,0.02659,0.1562,0,0,3,1,0,(),0.268489,-0.272585,-0.108001,0.97221
24,53,87,D0919,B,LTW_ENG_20050211.0006,16,0.02642,0.1562,0,0,4,0,0,(),0.091312,-0.72466,-0.824106,0.924934
25,53,88,D0919,B,LTW_ENG_20050211.0006,28,0.1085,0.3942,0.01351,0.05,7,3,0,(),1.59515,0.495576,0.664434,1.04663
26,53,89,D0919,B,LTW_ENG_20050211.0006,22,0.08484,0.381,0.007829,0.0375,4,5,0,(),1.76317,-0.054829,0.727023,1.10712
27,53,90,D0919,B,LTW_ENG_20050211.0006,28,0.1118,0.4038,0.01114,0.04,5,2,0,(),1.52944,0.0249161,0.339241,1.01633
28,53,91,D0919,B,LTW_ENG_20050211.0006,22,0.06611,0.3125,0,0,4,0,0,(),0.762845,-1.01922,-1.01476,0.944626
29,53,92,D0919,B,LTW_ENG_20050211.0006,34,0.1032,0.3362,0.01033,0.03571,4,4,0,(),1.96593,0.00439015,0.356043,1.03821
30,53,93,D0919,B,LTW_ENG_20050211.0006,45,0.1175,0.2619,0.0025,0.006098,12,2,0,(),0.715447,1.89448,1.1984,0.887761
31,53,94,D0919,B,LTW_ENG_20050211.0006,21,0.08227,0.369,0.01601,0.075,4,4,0,(),1.56496,0.101675,0.190072,1.06419
33,53,96,D0919,B,LTW_ENG_20050211.0006,28,0.04541,0.17,0,0,6,2,0,(),0.719341,0.623396,0.329881,0.936343
34,53,97,D0919,B,LTW_ENG_20050211.0006,18,0.03209,0.1765,0,0,6,1,0,(),0.0519777,-0.0844393,-0.640249,0.906994
35,53,98,D0919,B,LTW_ENG_20050211.0006,44,0.1202,0.2744,0.01642,0.0375,9,8,0,(),1.23959,1.88206,1.74937,0.95339
36,53,99,D0919,B,LTW_ENG_20050211.0006,12,0.02637,0.2083,0.0025,0.02273,3,0,0,(),0.376438,-0.568436,-0.62976,0.982008
37,53,100,D0919,B,LTW_ENG_20050211.0006,14,0.05276,0.3571,0.002907,0.01923,3,0,0,(),0.271064,-0.805557,-0.876395,0.941761
38,53,101,D0919,B,LTW_ENG_20050211.0006,22,0.05023,0.2375,0.01038,0.05263,3,4,0,(),0.296855,-0.119493,-0.523686,0.924507
39,53,102,D0919,B,LTW_ENG_20050211.0006,40,0.1322,0.3205,0.005102,0.01316,7,2,0,(),0.954609,0.308915,0.871013,0.921545
40,53,103,D0919,B,LTW_ENG_20050211.0006,14,0.002475,0.01786,0,0,4,2,0,(),0.164762,-0.473421,-0.868032,0.9439
41,53,104,D0919,B,LTW_ENG_20050211.0006,23,0.04523,0.2125,0,0,3,2,0,(),0.295847,-0.322588,-0.593573,0.917993
42,53,105,D0919,B,LTW_ENG_20050211.0006,9,0.01027,0.125,0,0,0,1,0,(),0.24306,-1.28661,-1.34423,0.967589
43,53,106,D0919,B,LTW_ENG_20050211.0006,31,0.08972,0.2931,0.007778,0.02679,1,3,0,(),1.19394,-0.409451,-0.0654556,0.954067
44,53,107,D0919,B,LTW_ENG_20050211.0006,23,0.02377,0.1184,0.005458,0.02778,2,5,0,(),0.480686,-0.333279,-0.495403,0.935963
45,53,108,D0919,B,LTW_ENG_20050211.0006,40,0.1452,0.3819,0.01041,0.02857,9,1,0,(),0.467506,0.835135,0.609941,0.877839
46,53,109,D0919,B,LTW_ENG_20050211.0006,46,0.1274,0.2727,0.01791,0.0407,6,12,0,(),1.02725,1.99664,0.892944,0.886556
47,53,110,D0919,B,LTW_ENG_20050211.0006,25,0.09943,0.38,0.01505,0.0625,3,5,0,(),0.80937,-0.0781711,0.0606062,0.967715
48,53,111,D0919,B,LTW_ENG_20050211.0006,13,0.06165,0.4423,0.005814,0.04167,2,0,0,(),0.650033,-1.04042,-0.838485,0.976947
49,53,112,D0919,B,LTW_ENG_20050211.0006,29,0.06833,0.2321,0,0,6,2,0,(),0.770348,-0.0252902,-0.0795662,0.939125
50,53,113,D0919,B,LTW_ENG_20050211.0006,42,0.1527,0.3476,0.008056,0.01875,7,2,0,(),0.695823,0.574797,0.503873,0.884657
51,53,114,D0919,B,LTW_ENG_20050211.0006,17,0.04978,0.2969,0,0,4,1,0,(),0.464012,-0.532972,-0.389041,0.97034
52,53,115,D0919,B,LTW_ENG_20050211.0006,19,0.06395,0.3333,0,0,5,3,0,(),0.564019,-0.551711,-0.533185,0.948318
0,8,116,D0919,B,CNA_ENG_20050211.0015,12,0.04801,0.4091,0.005458,0.05,3,2,0,(),0.823017,-1.3498,-0.619731,1.09895
1,8,117,D0919,B,CNA_ENG_20050211.0015,27,0.1585,0.5556,0.02662,0.09615,3,5,0,(),2.00456,0.261157,0.711307,1.15416
2,8,118,D0919,B,CNA_ENG_20050211.0015,29,0.1328,0.463,0.05948,0.2115,3,2,1,(),0.679461,-0.101891,-0.0365706,0.990984
3,8,119,D0919,B,CNA_ENG_20050211.0015,30,0.1568,0.5086,0.05347,0.1786,3,5,0,(),1.74549,0.323503,0.815081,1.04365
5,8,121,D0919,B,CNA_ENG_20050211.0015,37,0.0955,0.2432,0.005814,0.01389,8,3,0,(),0.13472,1.12304,0.0668375,0.848539
6,8,122,D0919,B,CNA_ENG_20050211.0015,32,0.07952,0.2344,0.002551,0.008065,8,4,0,(),0.134537,0.503497,-0.163552,0.870766
7,8,123,D0919,B,CNA_ENG_20050211.0015,33,0.05316,0.1613,0,0,7,4,0,(),0.0832806,0.799994,0.125896,0.851227
0,23,124,D0919,B,APW_ENG_20050211.0030,11,0.04983,0.4318,0.01311,0.125,0,5,0,(),2.59458,-0.898232,0.173573,1.31048
1,23,125,D0919,B,APW_ENG_20050211.0030,40,0.1463,0.3618,0.02106,0.05405,10,4,0,(),1.68604,1.26216,1.28441,1.06207
2,23,126,D0919,B,APW_ENG_20050211.0030,35,0.1433,0.4091,0.01614,0.04688,7,2,0,(),0.977146,0.297694,0.171019,0.99347
3,23,127,D0919,B,APW_ENG_20050211.0030,13,0.03124,0.25,0.007829,0.06818,2,3,0,(),1.6817,-0.559471,-0.351574,1.11872
5,23,129,D0919,B,APW_ENG_20050211.0030,8,0.02377,0.2812,0,0,2,0,0,(),0.431322,-1.30416,-1.10297,0.995214
6,23,130,D0919,B,APW_ENG_20050211.0030,21,0.05794,0.275,0,0,6,1,0,(),0.782934,-0.191956,-0.345207,0.971351
7,23,131,D0919,B,APW_ENG_20050211.0030,35,0.1033,0.2955,0,0,8,3,0,(),1.16365,0.633316,0.703714,0.97751
8,23,132,D0919,B,APW_ENG_20050211.0030,32,0.08978,0.2931,0.0025,0.008929,3,8,0,(),0.516081,0.342529,-0.186663,0.909177
9,23,133,D0919,B,APW_ENG_20050211.0030,20,0.05536,0.2625,0.005407,0.02632,4,0,0,(),0.242962,-0.532025,-0.765737,0.917262
10,23,134,D0919,B,APW_ENG_20050211.0030,28,0.05256,0.1852,0,0,3,7,0,(),0.381636,-0.00829987,-0.595662,0.906104
11,23,135,D0919,B,APW_ENG_20050211.0030,20,0.06165,0.3026,0.008236,0.04167,4,7,0,(),1.04597,0.0389029,0.839443,1.06108
12,23,136,D0919,B,APW_ENG_20050211.0030,22,0.09272,0.3977,0.005814,0.02381,4,1,0,(),0.823036,-0.594605,-0.554437,0.961011
13,23,137,D0919,B,APW_ENG_20050211.0030,23,0.05789,0.25,0.002907,0.0119,4,0,0,(),0.575963,-0.54263,0.0386964,0.975969
14,23,138,D0919,B,APW_ENG_20050211.0030,17,0.05838,0.3438,0.008236,0.05,4,2,0,(),1.11383,-0.285066,0.0418246,1.04663
15,23,139,D0919,B,APW_ENG_20050211.0030,22,0.08267,0.3875,0.01324,0.06579,6,6,0,(),1.22273,0.306734,0.162783,1.00864
16,23,140,D0919,B,APW_ENG_20050211.0030,17,0.04811,0.2812,0.005685,0.03333,3,4,0,(),1.28706,-0.342449,-0.0623349,1.0565
17,23,141,D0919,B,APW_ENG_20050211.0030,25,0.1136,0.4479,0.01892,0.07609,4,4,0,(),2.43529,-0.252381,0.200549,1.12617
18,23,142,D0919,B,APW_ENG_20050211.0030,22,0.0608,0.2738,0.002907,0.0125,4,1,0,(),0.636429,-0.151152,-0.338668,0.941345
19,23,143,D0919,B,APW_ENG_20050211.0030,30,0.1013,0.3393,0.01033,0.03704,3,4,0,(),2.21548,0.683156,1.21738,1.10112
20,23,144,D0919,B,APW_ENG_20050211.0030,25,0.08807,0.3438,0,0,7,0,0,(),0.318012,-0.357247,-0.425806,0.916223
21,23,145,D0919,B,APW_ENG_20050211.0030,33,0.1315,0.3906,0.02106,0.06452,9,1,0,(),1.21374,0.36558,0.102562,0.955297
22,23,146,D0919,B,APW_ENG_20050211.0030,41,0.1419,0.3649,0.01405,0.03472,4,7,0,(),1.15669,0.965227,1.18671,0.9435
0,14,147,D0919,B,AFP_ENG_20050211.0032,37,0.1529,0.4071,0.03919,0.1029,7,7,0,(),2.13718,0.868809,3.27786,1.22824
1,14,148,D0919,B,AFP_ENG_20050211.0032,31,0.1524,0.475,0.03513,0.1121,6,4,0,(),1.64416,0.615649,1.6288,1.13621
2,14,149,D0919,B,AFP_ENG_20050211.0032,30,0.09383,0.3241,0.01943,0.06731,4,8,0,(),0.752347,0.419748,0.150483,0.996705
3,14,150,D0919,B,AFP_ENG_20050211.0032,8,0.03186,0.375,0,0,1,0,0,(),0.440715,-1.49176,-1.12669,0.997954
4,14,151,D0919,B,AFP_ENG_20050211.0032,15,0.02736,0.1667,0.005685,0.03571,5,0,0,(),0.114127,0.180964,0.192355,0.976271
5,14,152,D0919,B,AFP_ENG_20050211.0032,29,0.0614,0.2054,0,0,7,0,0,(),0.144444,0.4912,-0.0121454,0.896726
6,14,153,D0919,B,AFP_ENG_20050211.0032,13,0.06098,0.4792,0.005407,0.04545,3,2,0,(),0.131715,-1.26463,-1.33136,0.949589
7,14,154,D0919,B,AFP_ENG_20050211.0032,20,0.07673,0.4028,0.0025,0.01471,5,1,0,(),0.647554,-0.656409,-0.808437,0.949282
8,14,155,D0919,B,AFP_ENG_20050211.0032,17,0.07395,0.4667,0.01033,0.07143,2,4,0,(),1.56033,-0.916204,-0.739492,1.06367
9,14,156,D0919,B,AFP_ENG_20050211.0032,15,0.03226,0.2308,0,0,3,1,0,(),0.111183,-1.04933,-1.05375,0.939948
10,14,157,D0919,B,AFP_ENG_20050211.0032,8,0.03239,0.375,0.01114,0.1429,2,0,0,(),0.532666,-1.39851,-0.868928,1.00441
11,14,158,D0919,B,AFP_ENG_20050211.0032,18,0.04776,0.25,0.02657,0.1471,2,6,0,(),0.358386,0.195608,-0.303365,0.951152
12,14,159,D0919,B,AFP_ENG_20050211.0032,29,0.06373,0.2143,0.008314,0.02778,3,2,0,(),0.625891,-0.437706,-0.172606,0.931416
13,14,160,D0919,B,AFP_ENG_20050211.0032,30,0.1187,0.3929,0.01619,0.05556,6,2,0,(),1.07372,-0.153069,0.122888,0.969133
0,17,161,D0919,B,AFP_ENG_20050211.0098,34,0.1493,0.4118,0.02389,0.06818,9,4,0,(),1.286,1.22246,3.89915,1.18268
1,17,162,D0919,B,AFP_ENG_20050211.0098,42,0.1262,0.2938,0.02506,0.05769,8,4,0,(),1.25953,1.50292,1.16472,1.0026
2,17,163,D0919,B,AFP_ENG_20050211.0098,42,0.1339,0.3205,0.005458,0.01316,6,2,0,(),0.565687,0.0340382,0.0400321,0.923244
