position,doc_sents,sent_id,group,set,doc_id,num_words,R1.R,R1.P,R2.R,R2.P,nouns,prpns,target,nf,lexrank,tfisf,btfisf,scores
13,20,256,D0925,B,APW_ENG_20060110.1141,39,0.09904,0.2703,0.005001,0.01389,9,7,0,(),0.322966,1.84573,0.964257,0.871753
14,20,257,D0925,B,APW_ENG_20060110.1141,55,0.171,0.3255,0.01503,0.02885,17,5,0,(),1.23504,2.48391,2.03944,0.895389
17,20,260,D0925,B,APW_ENG_20060110.1141,14,0.06687,0.4821,0.004952,0.03846,5,1,0,(),1.10437,-0.703714,-0.654375,1.02831
18,20,261,D0925,B,APW_ENG_20060110.1141,8,0.04481,0.5625,0,0,1,1,0,(),0.961346,-1.27664,-1.04391,1.02284
0,11,263,D0925,B,XIN_ENG_20060111.0002,21,0.09913,0.5,0.004854,0.02632,5,5,0,(),2.06782,0.268089,2.22253,1.27002
1,11,264,D0925,B,XIN_ENG_20060111.0002,38,0.1463,0.3986,0.01495,0.04167,9,7,0,(),1.6472,2.20231,2.43832,1.09736
2,11,265,D0925,B,XIN_ENG_20060111.0002,30,0.1498,0.5172,0.04326,0.1518,5,2,0,(),1.09659,0.000645523,0.349534,1.03474
3,11,266,D0925,B,XIN_ENG_20060111.0002,20,0.06199,0.3125,0.002525,0.01316,3,3,0,(),0.507918,-0.528363,-0.65224,0.958133
4,11,267,D0925,B,XIN_ENG_20060111.0002,15,0.07971,0.6154,0.01524,0.125,2,3,0,(),0.799458,-0.755434,-0.759829,1.0056
5,11,268,D0925,B,XIN_ENG_20060111.0002,23,0.0922,0.4405,0.0255,0.125,6,1,0,(),0.572896,0.114495,0.0013835,0.943846
6,11,269,D0925,B,XIN_ENG_20060111.0002,14,0.05479,0.4583,0.01021,0.09091,1,4,0,(),0.810154,-0.545114,-0.306059,1.02115
7,11,270,D0925,B,XIN_ENG_20060111.0002,20,0.08941,0.45,0.005051,0.02632,3,5,0,(),1.38479,-0.312973,0.432381,1.06746
8,11,271,D0925,B,XIN_ENG_20060111.0002,19,0.08191,0.4583,0.01,0.05882,4,2,0,(),1.04112,-0.624263,-0.106688,1.0065
9,11,272,D0925,B,XIN_ENG_20060111.0002,17,0.06202,0.3906,0.007526,0.05,3,3,0,(),1.80231,-0.591764,0.0295474,1.10248
10,11,273,D0925,B,XIN_ENG_20060111.0002,27,0.06467,0.26,0.005001,0.02083,8,2,0,(),0.957849,0.317379,0.188278,0.951664
0,35,274,D0925,B,NYT_ENG_20060111.0022,29,0.1142,0.4259,0.03548,0.1346,8,3,0,(),1.7237,0.976285,3.46667,1.23242
1,35,275,D0925,B,NYT_ENG_20060111.0022,45,0.1692,0.3864,0.03014,0.06977,8,6,0,(),1.74485,1.95506,2.91543,1.09334
2,35,276,D0925,B,NYT_ENG_20060111.0022,20,0.07435,0.375,0.004902,0.02632,7,1,0,(),0.351271,-0.213205,-0.372933,1.00028
3,35,277,D0925,B,NYT_ENG_20060111.0022,23,0.06712,0.3375,0.02006,0.1053,4,2,0,(),0.755044,-0.390151,-0.148735,0.984606
4,35,278,D0925,B,NYT_ENG_20060111.0022,31,0.1424,0.475,0.03571,0.1207,6,4,0,(),1.37654,0.78087,1.08622,1.02781
5,35,279,D0925,B,NYT_ENG_20060111.0022,17,0.04463,0.3214,0.005031,0.03846,0,2,0,(),0.656922,-0.942382,-1.14265,0.957687
6,35,280,D0925,B,NYT_ENG_20060111.0022,21,0.07705,0.3523,0.002525,0.0119,5,2,0,(),0.959791,-0.321989,-0.607657,0.991041
7,35,281,D0925,B,NYT_ENG_20060111.0022,9,0.02236,0.225,0,0,2,1,0,(),1.0691,-1.12305,-1.06956,1.03997
8,35,282,D0925,B,NYT_ENG_20060111.0022,20,0.06697,0.3375,0.007526,0.03947,4,2,0,(),1.19063,-0.163193,0.0762515,1.03953
9,35,283,D0925,B,NYT_ENG_20060111.0022,42,0.1263,0.3355,0.009903,0.02703,9,6,0,(),1.55402,1.77046,2.00888,1.00535
10,35,284,D0925,B,NYT_ENG_20060111.0022,30,0.07225,0.29,0.007557,0.03125,4,6,0,(),0.919525,0.000334766,0.186413,0.967458
11,35,285,D0925,B,NYT_ENG_20060111.0022,32,0.1141,0.3833,0.015,0.05172,8,6,0,(),1.47834,0.936565,0.792252,1.01263
12,35,286,D0925,B,NYT_ENG_20060111.0022,22,0.06274,0.2976,0.01008,0.05,4,0,0,(),0.321589,-0.554987,-0.163452,0.935965
13,35,287,D0925,B,NYT_ENG_20060111.0022,26,0.07928,0.32,0.007557,0.03125,3,2,0,(),0.812121,0.00967301,0.0255441,0.968018
14,35,288,D0925,B,NYT_ENG_20060111.0022,12,0.04451,0.375,0.002525,0.02273,2,0,0,(),0.566186,-1.45249,-1.31174,0.9724
15,35,289,D0925,B,NYT_ENG_20060111.0022,24,0.06179,0.25,0.009934,0.04167,4,3,0,(),0.983381,-0.181584,-0.000966929,0.994022
16,35,290,D0925,B,NYT_ENG_20060111.0022,37,0.134,0.375,0.01502,0.04286,8,2,0,(),1.42165,0.907608,0.838055,0.980494
17,35,291,D0925,B,NYT_ENG_20060111.0022,26,0.08713,0.35,0.002604,0.01042,4,4,0,(),1.74967,0.283969,0.598689,1.06465
18,35,292,D0925,B,NYT_ENG_20060111.0022,30,0.1341,0.45,0.02019,0.06897,9,1,0,(),1.09775,1.00594,1.66847,1.00154
19,35,293,D0925,B,NYT_ENG_20060111.0022,28,0.07728,0.31,0.005129,0.02083,4,4,0,(),0.250788,-0.132613,-0.490071,0.894642
20,35,294,D0925,B,NYT_ENG_20060111.0022,27,0.134,0.5192,0.04731,0.19,2,5,0,(),1.73188,-0.173344,0.549132,1.06003
21,35,295,D0925,B,NYT_ENG_20060111.0022,18,0.09492,0.5278,0.02586,0.1471,4,1,0,(),1.1489,-0.555263,-0.299942,1.01191
22,35,296,D0925,B,NYT_ENG_20060111.0022,27,0.08183,0.3173,0.005129,0.02,7,5,0,(),1.16074,0.652229,1.09908,1.0231
23,35,297,D0925,B,NYT_ENG_20060111.0022,15,0.05461,0.4231,0.002427,0.02083,0,2,0,(),0.747458,-1.19634,-0.78466,0.983948
24,35,298,D0925,B,NYT_ENG_20060111.0022,15,0.04701,0.3393,0,0,4,2,0,(),1.42167,-0.747623,-0.288538,1.07251
25,35,299,D0925,B,NYT_ENG_20060111.0022,28,0.08936,0.3333,0.01008,0.03846,5,4,0,(),1.24356,0.701205,0.988231,1.00041
26,35,300,D0925,B,NYT_ENG_20060111.0022,17,0.06201,0.3906,0.005079,0.03333,5,1,0,(),1.20087,-0.235739,-0.36315,1.02799
27,35,301,D0925,B,NYT_ENG_20060111.0022,26,0.06182,0.2717,0,0,8,3,0,(),1.12278,0.551549,1.08979,1.00476
28,35,302,D0925,B,NYT_ENG_20060111.0022,20,0.07188,0.3625,0,0,6,0,0,(),0.48142,-0.103256,-0.121348,0.95788
29,35,303,D0925,B,NYT_ENG_20060111.0022,29,0.03968,0.16,0,0,5,3,0,(),0.326232,0.288229,-0.242999,0.891583
30,35,304,D0925,B,NYT_ENG_20060111.0022,9,0.05224,0.5833,0.01021,0.125,3,1,1,(),1.27403,-1.26936,-0.904077,1.05172
31,35,305,D0925,B,NYT_ENG_20060111.0022,49,0.1807,0.3883,0.009886,0.02174,11,4,0,(),1.45112,1.89775,2.37148,0.957669
32,35,306,D0925,B,NYT_ENG_20060111.0022,44,0.127,0.3036,0.007557,0.01829,6,10,0,(),1.28698,1.98036,2.05858,0.954305
33,35,307,D0925,B,NYT_ENG_20060111.0022,17,0.03715,0.2344,0.002427,0.01667,1,1,0,(),0.75389,-1.05804,-0.860293,0.977789
34,35,308,D0925,B,NYT_ENG_20060111.0022,23,0.06918,0.3182,0,0,4,2,0,(),1.1742,-0.526248,-0.291492,0.979466
0,28,0,D0926,B,AFP_ENG_20050302.0029,38,0.1673,0.4583,0.03333,0.09286,6,4,0,(),1.90817,1.43372,4.27028,1.2331
1,28,1,D0926,B,AFP_ENG_20050302.0029,41,0.0708,0.1842,0,0,11,2,0,(),0.584542,2.07158,1.05642,0.94178
2,28,2,D0926,B,AFP_ENG_20050302.0029,23,0.06067,0.3,0.0025,0.01316,3,2,0,(),2.0185,-0.875287,-0.612815,1.136
3,28,3,D0926,B,AFP_ENG_20050302.0029,25,0.07595,0.3,0.002551,0.01042,5,5,0,(),1.21069,0.747064,0.666489,1.01825
4,28,4,D0926,B,AFP_ENG_20050302.0029,25,0.1038,0.4271,0.007759,0.03261,3,2,0,(),1.5847,-0.508012,-0.413562,1.03892
5,28,5,D0926,B,AFP_ENG_20050302.0029,34,0.1285,0.3984,0.03008,0.09677,6,1,0,(),0.94007,0.637203,0.364385,0.952038
6,28,6,D0926,B,AFP_ENG_20050302.0029,18,0.0557,0.3235,0.005077,0.03125,6,0,0,(),0.605613,-0.865894,-0.631908,0.975485
7,28,7,D0926,B,AFP_ENG_20050302.0029,27,0.1139,0.4327,0.01278,0.05,8,3,0,(),1.58974,0.0716857,0.13029,1.04381
8,28,8,D0926,B,AFP_ENG_20050302.0029,30,0.07595,0.2679,0.01531,0.05556,6,0,0,(),1.08529,-0.16279,-0.540844,0.957128
9,28,9,D0926,B,AFP_ENG_20050302.0029,18,0.04057,0.2222,0,0,3,0,0,(),0.569793,-0.634089,-0.838996,0.956507
10,28,10,D0926,B,AFP_ENG_20050302.0029,19,0.0684,0.375,0.01278,0.07353,5,4,0,(),1.16803,-0.338549,-0.255503,1.04004
11,28,11,D0926,B,AFP_ENG_20050302.0029,32,0.1091,0.3707,0.005102,0.01786,4,2,0,(),0.62449,-0.414576,-0.338521,0.923346
12,28,12,D0926,B,AFP_ENG_20050302.0029,10,0.02281,0.25,0,0,1,0,0,(),0.622036,-1.56491,-1.5072,0.986134
13,28,13,D0926,B,AFP_ENG_20050302.0029,17,0.07345,0.4265,0.005181,0.03125,2,0,0,(),0.584782,-0.909544,-0.986119,0.972473
14,28,14,D0926,B,AFP_ENG_20050302.0029,27,0.04549,0.18,0.0025,0.01042,4,0,0,(),0.732917,-0.617734,-0.63919,0.928808
15,28,15,D0926,B,AFP_ENG_20050302.0029,33,0.07843,0.25,0,0,8,4,0,(),1.26337,0.86208,0.575191,0.982102
16,28,16,D0926,B,AFP_ENG_20050302.0029,9,0.01771,0.2188,0,0,2,1,0,(),0.428935,-1.27475,-1.33729,0.975743
17,28,17,D0926,B,AFP_ENG_20050302.0029,14,0.03794,0.2344,0,0,3,1,0,(),1.00157,-0.602174,-0.375588,1.04123
18,28,18,D0926,B,AFP_ENG_20050302.0029,19,0.02273,0.1406,0,0,3,0,0,(),0.669336,-0.901899,-0.984494,0.965455
19,28,19,D0926,B,AFP_ENG_20050302.0029,30,0.05572,0.1964,0,0,3,0,0,(),0.739526,-0.468724,-0.70352,0.904392
20,28,20,D0926,B,AFP_ENG_20050302.0029,37,0.08368,0.2357,0,0,14,1,0,(),1.43249,1.29849,1.59847,1.00847
21,28,21,D0926,B,AFP_ENG_20050302.0029,30,0.0557,0.1964,0.002551,0.009259,7,6,0,(),1.12533,0.583251,0.0990734,0.966908
22,28,22,D0926,B,AFP_ENG_20050302.0029,36,0.124,0.3603,0.01534,0.04545,8,1,0,(),1.14163,0.473828,0.442229,0.952221
23,28,23,D0926,B,AFP_ENG_20050302.0029,36,0.07328,0.2071,0,0,7,6,0,(),0.945012,1.44973,0.677076,0.929352
24,28,24,D0926,B,AFP_ENG_20050302.0029,36,0.1191,0.3456,0.01039,0.0303,5,6,0,(),1.40809,1.2381,1.60538,1.00792
25,28,25,D0926,B,AFP_ENG_20050302.0029,22,0.09356,0.4405,0.005077,0.025,2,1,0,(),1.54152,-1.04778,-0.749763,1.02758
26,28,26,D0926,B,AFP_ENG_20050302.0029,55,0.08608,0.1848,0.005155,0.01111,11,0,0,(),2.21229,1.07108,1.0197,0.94841
27,28,27,D0926,B,AFP_ENG_20050302.0029,18,0.05587,0.3438,0.01031,0.06667,3,1,0,(),1.76363,-1.21714,-1.1329,1.03554
0,27,28,D0926,B,AFP_ENG_20050302.0136,36,0.1621,0.4706,0.06395,0.1894,8,3,0,(),1.93018,1.29992,4.03523,1.24001
1,27,29,D0926,B,AFP_ENG_20050302.0136,41,0.0708,0.1842,0,0,11,2,0,(),0.584542,2.07158,1.05642,0.94175
2,27,30,D0926,B,AFP_ENG_20050302.0136,34,0.1266,0.4167,0.03338,0.1121,6,2,0,(),2.04563,0.056517,0.783469,1.12238
3,27,31,D0926,B,AFP_ENG_20050302.0136,21,0.07098,0.3333,0.007759,0.0375,5,4,0,(),1.23577,0.135724,0.143761,1.03018
4,27,32,D0926,B,AFP_ENG_20050302.0136,25,0.1038,0.4271,0.007759,0.03261,3,2,0,(),1.5847,-0.508012,-0.413562,1.03879
5,27,33,D0926,B,AFP_ENG_20050302.0136,34,0.136,0.4219,0.03508,0.1129,6,1,0,(),0.973212,0.280997,0.155794,0.952448
6,27,34,D0926,B,AFP_ENG_20050302.0136,18,0.0557,0.3235,0.005077,0.03125,6,0,0,(),0.605613,-0.865894,-0.631908,0.975301
7,27,35,D0926,B,AFP_ENG_20050302.0136,27,0.1139,0.4327,0.01278,0.05,8,3,0,(),1.58974,0.0716857,0.13029,1.04358
8,27,36,D0926,B,AFP_ENG_20050302.0136,30,0.07595,0.2679,0.01531,0.05556,6,0,0,(),1.08529,-0.16279,-0.540844,0.956889
9,27,37,D0926,B,AFP_ENG_20050302.0136,18,0.04057,0.2222,0,0,3,0,0,(),0.569793,-0.634089,-0.838996,0.956237
10,27,38,D0926,B,AFP_ENG_20050302.0136,19,0.0684,0.375,0.01278,0.07353,5,4,0,(),1.16803,-0.338549,-0.255503,1.03971
11,27,39,D0926,B,AFP_ENG_20050302.0136,32,0.1091,0.3707,0.005102,0.01786,4,2,0,(),0.62449,-0.414576,-0.338521,0.923028
12,27,40,D0926,B,AFP_ENG_20050302.0136,10,0.02281,0.25,0,0,1,0,0,(),0.622036,-1.56491,-1.5072,0.985763
13,27,41,D0926,B,AFP_ENG_20050302.0136,17,0.07345,0.4265,0.005181,0.03125,2,0,0,(),0.584782,-0.909544,-0.986119,0.972077
14,27,42,D0926,B,AFP_ENG_20050302.0136,27,0.04549,0.18,0.0025,0.01042,4,0,0,(),0.732917,-0.617734,-0.63919,0.9284
15,27,43,D0926,B,AFP_ENG_20050302.0136,33,0.07843,0.25,0,0,8,4,0,(),1.26337,0.86208,0.575191,0.981641
16,27,44,D0926,B,AFP_ENG_20050302.0136,9,0.01771,0.2188,0,0,2,1,0,(),0.428935,-1.27475,-1.33729,0.975254
17,27,45,D0926,B,AFP_ENG_20050302.0136,14,0.03794,0.2344,0,0,3,1,0,(),1.00157,-0.602174,-0.375588,1.04068
18,27,46,D0926,B,AFP_ENG_20050302.0136,19,0.02273,0.1406,0,0,3,0,0,(),0.669336,-0.901899,-0.984494,0.964911
19,27,47,D0926,B,AFP_ENG_20050302.0136,30,0.05572,0.1964,0,0,3,0,0,(),0.739526,-0.468724,-0.70352,0.903854
20,27,48,D0926,B,AFP_ENG_20050302.0136,37,0.08368,0.2357,0,0,14,1,0,(),1.43249,1.29849,1.59847,1.00784
21,27,49,D0926,B,AFP_ENG_20050302.0136,30,0.0557,0.1964,0.002551,0.009259,7,6,0,(),1.12533,0.583251,0.0990734,0.966273
22,27,50,D0926,B,AFP_ENG_20050302.0136,36,0.124,0.3603,0.01534,0.04545,8,1,0,(),1.14163,0.473828,0.442229,0.951565
23,27,51,D0926,B,AFP_ENG_20050302.0136,36,0.07328,0.2071,0,0,7,6,0,(),0.945012,1.44973,0.677076,0.928683
24,27,52,D0926,B,AFP_ENG_20050302.0136,36,0.1191,0.3456,0.01039,0.0303,5,6,0,(),1.40809,1.2381,1.60538,1.00716
25,27,53,D0926,B,AFP_ENG_20050302.0136,22,0.09356,0.4405,0.005077,0.025,2,1,0,(),1.54152,-1.04778,-0.749763,1.02677
26,27,54,D0926,B,AFP_ENG_20050302.0136,55,0.08608,0.1848,0.005155,0.01111,11,0,0,(),2.21229,1.07108,1.0197,0.947638
0,27,55,D0926,B,NYT_ENG_20050302.0183,36,0.1394,0.3819,0.0232,0.06429,10,5,0,(),1.76961,1.94937,5.17617,1.27618
1,27,56,D0926,B,NYT_ENG_20050302.0183,40,0.1768,0.5147,0.07116,0.2121,9,4,1,(),1.77322,0.662779,0.976411,1.06634
2,27,57,D0926,B,NYT_ENG_20050302.0183,23,0.1064,0.4565,0.002577,0.01136,10,0,0,(),1.10189,0.382382,0.572446,1.08583
3,27,58,D0926,B,NYT_ENG_20050302.0183,22,0.09613,0.4524,0.01791,0.0875,4,1,0,(),1.49744,-0.599985,-0.270081,1.04097
4,27,59,D0926,B,NYT_ENG_20050302.0183,31,0.1569,0.5345,0.05884,0.2054,6,4,1,(),1.14472,0.593345,1.10983,1.01934
5,27,60,D0926,B,NYT_ENG_20050302.0183,15,0.06843,0.4821,0.005208,0.03846,2,3,0,(),0.551516,-0.616302,-0.492582,1.00492
6,27,61,D0926,B,NYT_ENG_20050302.0183,22,0.06585,0.325,0.0075,0.03947,3,1,0,(),1.19336,-0.894152,-0.631803,1.01795
7,27,62,D0926,B,NYT_ENG_20050302.0183,18,0.07093,0.4375,0.005155,0.03333,3,3,0,(),1.167,-0.352602,0.238911,1.06679
8,27,63,D0926,B,NYT_ENG_20050302.0183,32,0.1064,0.3387,0.005128,0.01667,9,0,0,(),1.10014,0.852956,0.922823,0.992368
9,27,64,D0926,B,NYT_ENG_20050302.0183,16,0.04809,0.3167,0,0,3,0,0,(),0.460344,-1.15726,-0.935649,0.978126
10,27,65,D0926,B,NYT_ENG_20050302.0183,32,0.1164,0.3833,0.007759,0.02586,6,0,0,(),0.692691,0.141463,-0.128485,0.911597
11,27,66,D0926,B,NYT_ENG_20050302.0183,40,0.2023,0.5263,0.03822,0.1014,9,5,0,(),1.2579,0.881864,1.19767,0.976429
12,27,67,D0926,B,NYT_ENG_20050302.0183,29,0.08098,0.3077,0.01021,0.04,5,3,0,(),1.00511,0.113602,0.145511,0.977585
13,27,68,D0926,B,NYT_ENG_20050302.0183,36,0.1239,0.3603,0.005051,0.01515,9,2,0,(),1.55674,1.00598,1.1542,1.01221
14,27,69,D0926,B,NYT_ENG_20050302.0183,36,0.1417,0.4,0.0025,0.007353,9,1,0,(),1.0365,0.297754,0.469226,0.953172
15,27,70,D0926,B,NYT_ENG_20050302.0183,20,0.09606,0.5,0.01039,0.05556,7,1,0,(),0.539074,-0.422694,-0.323463,0.959201
16,27,71,D0926,B,NYT_ENG_20050302.0183,25,0.1114,0.4583,0.01541,0.06522,3,3,0,(),1.43917,-0.0896673,0.995097,1.07246
17,27,72,D0926,B,NYT_ENG_20050302.0183,17,0.04802,0.2969,0.0025,0.01667,3,1,0,(),0.842791,-0.547596,-0.326368,1.01146
18,27,73,D0926,B,NYT_ENG_20050302.0183,10,0.04304,0.425,0.005077,0.05556,2,1,0,(),0.228295,-1.12255,-1.05182,0.962642
19,27,74,D0926,B,NYT_ENG_20050302.0183,31,0.09626,0.3393,0.01278,0.0463,9,0,0,(),1.65407,0.454464,0.410022,1.01869
20,27,75,D0926,B,NYT_ENG_20050302.0183,31,0.119,0.3917,0.02809,0.09483,9,2,0,(),1.1274,0.293198,0.686376,0.978274
21,27,76,D0926,B,NYT_ENG_20050302.0183,16,0.08098,0.5,0.01783,0.1167,8,0,0,(),1.26861,-0.515676,-0.0578058,1.06295
22,27,77,D0926,B,NYT_ENG_20050302.0183,28,0.07093,0.2692,0,0,4,3,0,(),0.532032,0.315949,-0.108906,0.908619
23,27,78,D0926,B,NYT_ENG_20050302.0183,24,0.08876,0.3977,0.002577,0.0119,5,0,0,(),1.74968,-0.381257,-0.0565025,1.03703
24,27,79,D0926,B,NYT_ENG_20050302.0183,32,0.06072,0.1935,0.0025,0.008333,9,0,0,(),0.856502,1.0886,0.594224,0.942126
25,27,80,D0926,B,NYT_ENG_20050302.0183,50,0.1646,0.3533,0.007706,0.01667,9,1,0,(),1.14785,1.2439,1.24891,0.90132
26,27,81,D0926,B,NYT_ENG_20050302.0183,8,0.0126,0.1562,0,0,0,5,0,(),0.0270249,-0.949051,-1.14656,0.959399
0,8,82,D0926,B,AFP_ENG_20050302.0379,27,0.1088,0.3981,0.005104,0.01923,6,3,0,(),1.56064,0.733412,3.04,1.21743
1,8,83,D0926,B,AFP_ENG_20050302.0379,22,0.06343,0.3125,0.007732,0.03947,5,1,0,(),1.79262,-0.182134,-0.162412,1.12853
2,8,84,D0926,B,AFP_ENG_20050302.0379,31,0.08601,0.2931,0,0,5,1,0,(),1.40894,-0.313503,-0.259425,1.03794
3,8,85,D0926,B,AFP_ENG_20050302.0379,28,0.1215,0.4615,0.002577,0.01,7,1,0,(),1.3369,-0.253151,-0.246448,1.00137
4,8,86,D0926,B,AFP_ENG_20050302.0379,30,0.1165,0.4107,0.01539,0.05556,7,2,0,(),1.74936,0.72129,2.14834,1.11344
5,8,87,D0926,B,AFP_ENG_20050302.0379,25,0.08353,0.33,0.002577,0.01042,4,4,0,(),1.07878,-0.512427,-0.425971,0.98773
6,8,88,D0926,B,AFP_ENG_20050302.0379,26,0.05815,0.2614,0.002577,0.0119,5,0,0,(),1.74991,-0.308805,-0.437847,1.00994
7,8,89,D0926,B,AFP_ENG_20050302.0379,28,0.06343,0.2315,0.002551,0.009615,7,5,0,(),1.09879,0.415188,0.165842,0.977239
0,6,90,D0926,B,AFP_ENG_20050302.0571,37,0.142,0.4,0.01542,0.04412,5,3,0,(),1.9234,1.3511,4.12514,1.23245
1,6,91,D0926,B,AFP_ENG_20050302.0571,44,0.1469,0.3452,0.01531,0.03659,5,9,0,(),1.13863,1.4601,1.71646,1.00592
2,6,92,D0926,B,AFP_ENG_20050302.0571,32,0.1317,0.4194,0.01273,0.04167,3,2,0,(),0.480103,0.150654,0.353246,0.970877
3,6,93,D0926,B,AFP_ENG_20050302.0571,27,0.124,0.4537,0.01018,0.03846,3,5,0,(),1.59179,0.250474,1.09148,1.07474
4,6,94,D0926,B,AFP_ENG_20050302.0571,15,0.08616,0.6071,0.02047,0.1538,0,5,0,(),1.62725,-0.745728,-0.435091,1.08888
5,6,95,D0926,B,AFP_ENG_20050302.0571,34,0.1166,0.3594,0.01539,0.04839,4,1,0,(),1.38185,0.586302,1.77545,1.03244
0,9,96,D0926,B,AFP_ENG_20050302.0728,25,0.1167,0.46,0.03091,0.125,6,2,1,(),2.13201,0.675893,2.93895,1.28716
1,9,97,D0926,B,AFP_ENG_20050302.0728,20,0.06322,0.3289,0.01284,0.06944,4,4,0,(),1.3712,-0.0666468,-0.0510511,1.10813
2,9,98,D0926,B,AFP_ENG_20050302.0728,37,0.1192,0.3357,0.01536,0.04412,10,3,0,(),1.40733,1.5949,2.19615,1.08315
3,9,99,D0926,B,AFP_ENG_20050302.0728,28,0.09111,0.36,0.0127,0.05208,6,1,0,(),1.70079,-0.328306,-0.306536,1.0293
4,9,100,D0926,B,AFP_ENG_20050302.0728,22,0.07333,0.3452,0.01026,0.05,4,0,0,(),0.664003,-0.772241,-0.690098,0.964712
5,9,101,D0926,B,AFP_ENG_20050302.0728,10,0.02518,0.25,0.005051,0.05556,2,0,0,(),0.916309,-1.31679,-0.823878,1.0321
6,9,102,D0926,B,AFP_ENG_20050302.0728,29,0.07853,0.2672,0.005102,0.01786,6,0,0,(),0.853192,0.381127,0.357802,0.962024
7,9,103,D0926,B,AFP_ENG_20050302.0728,16,0.08103,0.5,0.005181,0.03333,5,0,0,(),1.19346,-0.813556,-0.289213,1.03403
8,9,104,D0926,B,AFP_ENG_20050302.0728,18,0.0582,0.3194,0.005077,0.02941,2,2,0,(),1.21649,-0.538637,-0.5969,1.0198
0,35,105,D0926,B,AFP_ENG_20050303.0143,44,0.1699,0.3988,0.04103,0.09756,9,2,0,(),1.98667,1.97984,5.22968,1.24022
1,35,106,D0926,B,AFP_ENG_20050303.0143,24,0.05554,0.2391,0,0,6,1,0,(),1.12669,0.113951,0.239473,1.07365
2,35,107,D0926,B,AFP_ENG_20050303.0143,43,0.152,0.375,0.01278,0.03205,9,0,0,(),0.594647,0.824829,0.358861,0.922233
3,35,108,D0926,B,AFP_ENG_20050303.0143,36,0.1163,0.3382,0.02551,0.07576,7,5,0,(),1.8707,0.583163,0.530446,1.02864
4,35,109,D0926,B,AFP_ENG_20050303.0143,27,0.04046,0.1739,0.002577,0.01136,5,0,0,(),1.70868,-0.430369,-0.672169,1.00884
5,35,110,D0926,B,AFP_ENG_20050303.0143,20,0.1139,0.5625,0.01015,0.05263,4,2,0,(),1.12364,-0.870801,-0.0757736,1.05014
6,35,111,D0926,B,AFP_ENG_20050303.0143,19,0.08889,0.4861,0.01289,0.07353,2,3,0,(),1.57337,-0.563678,-0.283302,1.0774
7,35,112,D0926,B,AFP_ENG_20050303.0143,21,0.06807,0.3214,0.01776,0.0875,6,0,0,(),0.79985,-0.424165,-0.541338,0.987295
9,35,114,D0926,B,AFP_ENG_20050303.0143,9,0.03286,0.3611,0.002577,0.03125,1,1,0,(),0.705119,-1.44683,-1.31085,1.00884
10,35,115,D0926,B,AFP_ENG_20050303.0143,24,0.104,0.4271,0.01804,0.07609,4,1,0,(),1.10229,0.154204,0.0303956,1.00739
11,35,116,D0926,B,AFP_ENG_20050303.0143,15,0.0482,0.3167,0.002604,0.01786,2,0,0,(),0.209535,-0.680917,-0.577406,0.969234
12,35,117,D0926,B,AFP_ENG_20050303.0143,14,0.03036,0.2,0,0,5,0,0,(),0.467053,-0.895065,-0.946869,0.969943
13,35,118,D0926,B,AFP_ENG_20050303.0143,17,0.03304,0.2031,0,0,2,4,0,(),0.517154,-0.923885,-0.856538,0.961935
14,35,119,D0926,B,AFP_ENG_20050303.0143,32,0.09356,0.2984,0.01531,0.05,7,0,0,(),1.30837,-0.0603928,0.298312,0.995131
15,35,120,D0926,B,AFP_ENG_20050303.0143,28,0.07853,0.2768,0.005102,0.01852,6,0,0,(),0.88344,0.381127,0.357802,0.974921
16,35,121,D0926,B,AFP_ENG_20050303.0143,20,0.08611,0.4722,0.005181,0.02941,5,0,0,(),1.16426,-0.691345,-0.217647,1.01864
17,35,122,D0926,B,AFP_ENG_20050303.0143,38,0.09113,0.25,0.002551,0.007143,8,0,0,(),0.622836,0.968865,0.759856,0.912254
18,35,123,D0926,B,AFP_ENG_20050303.0143,28,0.1039,0.3796,0.01013,0.03846,7,4,0,(),1.40159,0.320179,0.726929,1.03629
19,35,124,D0926,B,AFP_ENG_20050303.0143,26,0.07358,0.2788,0.007655,0.03,4,3,0,(),1.35587,0.0784112,0.0495203,1.01605
20,35,125,D0926,B,AFP_ENG_20050303.0143,17,0.07083,0.4118,0.007679,0.04688,4,0,0,(),1.01114,-1.01856,-0.786356,0.99961
21,35,126,D0926,B,AFP_ENG_20050303.0143,22,0.0557,0.25,0,0,5,0,0,(),0.589791,-0.259667,0.0647243,0.97752
22,35,127,D0926,B,AFP_ENG_20050303.0143,19,0.0734,0.4028,0,0,3,2,0,(),1.77722,-0.462633,-0.174071,1.0864
23,35,128,D0926,B,AFP_ENG_20050303.0143,20,0.1063,0.525,0.002604,0.01316,4,2,0,(),1.34417,-0.269255,0.036678,1.05019
24,35,129,D0926,B,AFP_ENG_20050303.0143,16,0.04047,0.2667,0,0,3,1,0,(),0.683318,-1.15907,-0.927922,0.990655
25,35,130,D0926,B,AFP_ENG_20050303.0143,14,0.06843,0.4821,0.01026,0.07692,2,3,0,(),0.495869,-1.00339,-0.332936,0.992928
26,35,131,D0926,B,AFP_ENG_20050303.0143,11,0.02528,0.25,0,0,2,1,0,(),0.320961,-1.10406,-1.07312,0.976617
27,35,132,D0926,B,AFP_ENG_20050303.0143,24,0.09113,0.4091,0.002577,0.0119,4,2,0,(),0.689338,-0.167328,0.287848,0.964554
