position,doc_sents,sent_id,group,set,doc_id,num_words,R1.R,R1.P,R2.R,R2.P,nouns,prpns,target,lexrank,tfisf,btfisf,scores
12,22,107,d30034,A,APW19981124.0554,23,0.07764,0.381,0.01695,0.0875,5,5,0,1.75743,-0.0633472,0.13384,1.0386
13,22,108,d30034,A,APW19981124.0554,32,0.09471,0.3145,0.02227,0.075,6,4,0,1.34628,0.5922,0.668047,1.00241
14,22,109,d30034,A,APW19981124.0554,30,0.08033,0.2946,0,0,6,7,0,0.180483,0.68442,0.439314,0.939701
15,22,110,d30034,A,APW19981124.0554,20,0.05818,0.3,0,0,4,1,0,0.119468,-0.27237,-0.105918,0.950222
16,22,111,d30034,A,APW19981124.0554,13,0.05588,0.4423,0.009837,0.08333,3,2,0,1.75232,-0.688291,-0.44178,1.04703
17,22,112,d30034,A,APW19981124.0554,35,0.09497,0.3362,0.002358,0.008929,6,4,0,0.638333,0.429802,0.293494,0.957471
18,22,113,d30034,A,APW19981124.0554,18,0.02978,0.2,0,0,1,3,0,0.310797,-0.83386,-0.846595,0.960116
19,22,114,d30034,A,APW19981124.0554,12,0.08507,0.7292,0.04204,0.3864,1,3,0,2.52844,-1.00475,-0.812847,1.09111
20,22,115,d30034,A,APW19981124.0554,12,0.04344,0.45,0.002294,0.02778,1,3,0,1.01656,-1.19653,-1.09585,1.00417
21,22,116,d30034,A,APW19981124.0554,25,0.1097,0.4688,0.01466,0.06522,6,2,0,1.61254,0.117057,0.417278,1.0205
0,25,117,d30034,A,APW19981130.0497,40,0.1629,0.4408,0.009369,0.02703,12,4,0,0.623244,1.34792,3.24649,0.98443
1,25,118,d30034,A,APW19981130.0497,12,0.04374,0.375,0,0,3,0,0,0.154191,-0.978833,-1.0427,0.976501
3,25,120,d30034,A,APW19981130.0497,32,0.08539,0.2823,0,0,9,2,0,0.318129,0.28124,0.239843,0.956552
4,25,121,d30034,A,APW19981130.0497,38,0.1139,0.3357,0.004819,0.01471,9,4,0,0.498822,0.580604,0.626547,0.959519
5,25,122,d30034,A,APW19981130.0497,13,0.05348,0.4231,0.002525,0.02083,3,1,0,0.543036,-0.835188,-0.605465,0.990203
6,25,123,d30034,A,APW19981130.0497,37,0.07789,0.2353,0,0,7,6,0,0.639316,1.03396,1.09826,0.964919
7,25,124,d30034,A,APW19981130.0497,21,0.04604,0.2639,0.002525,0.01471,2,2,0,0.172616,-0.590765,-0.741522,0.95765
8,25,125,d30034,A,APW19981130.0497,25,0.1267,0.5417,0.02975,0.1304,2,7,0,2.07621,0.423107,1.00781,1.06021
9,25,126,d30034,A,APW19981130.0497,18,0.03435,0.2333,0.002294,0.01786,5,2,0,1.0575,-0.393315,-0.216916,1.00874
10,25,127,d30034,A,APW19981130.0497,9,0.01451,0.1875,0,0,1,0,0,0.263527,-1.13282,-1.16221,0.974095
11,25,128,d30034,A,APW19981130.0497,21,0.07052,0.3452,0.005319,0.025,7,3,0,0.513632,0.0241194,0.49111,0.976272
12,25,129,d30034,A,APW19981130.0497,25,0.07075,0.3152,0.007844,0.03409,7,3,0,0.707068,-0.476719,-0.487815,0.980092
13,25,130,d30034,A,APW19981130.0497,14,0.04683,0.3393,0.007613,0.05769,4,1,0,0.113341,-0.86051,-0.775331,0.959873
14,25,131,d30034,A,APW19981130.0497,18,0.02188,0.1324,0,0,5,0,0,0.17569,-0.411605,-0.473691,0.955917
15,25,132,d30034,A,APW19981130.0497,9,0.03883,0.4444,0.002294,0.03125,2,1,0,0.538636,-1.32757,-1.30126,0.986637
16,25,133,d30034,A,APW19981130.0497,24,0.0537,0.2619,0,0,4,5,0,0.551453,-0.313573,-0.286552,0.969471
17,25,134,d30034,A,APW19981130.0497,30,0.07303,0.2679,0,0,5,3,0,0.496953,0.565014,0.423245,0.955611
18,25,135,d30034,A,APW19981130.0497,16,0.06124,0.3906,0,0,6,1,0,0.518074,-0.532441,-0.452452,0.974808
19,25,136,d30034,A,APW19981130.0497,20,0.0465,0.2375,0,0,4,0,0,0.231992,-0.0299977,-0.162615,0.951392
20,25,137,d30034,A,APW19981130.0497,32,0.06378,0.2097,0,0,7,3,0,0.353357,0.746491,0.503218,0.943159
21,25,138,d30034,A,APW19981130.0497,21,0.03649,0.1974,0.004819,0.02778,3,7,0,0.32508,-0.54023,-0.497621,0.958018
22,25,139,d30034,A,APW19981130.0497,20,0.0463,0.2375,0.002294,0.01316,7,2,0,0.237551,-0.439362,-0.545866,0.952058
23,25,140,d30034,A,APW19981130.0497,36,0.06582,0.2109,0.002294,0.008065,6,1,0,0.279168,0.712092,0.450762,0.933096
24,25,141,d30034,A,APW19981130.0497,10,0.03429,0.35,0.002294,0.02778,1,0,0,0.048367,-1.11589,-1.26397,0.951006
0,12,142,d30034,A,APW19981211.0972,34,0.11,0.3409,0.01233,0.03906,8,4,0,1.81242,1.62541,3.6772,1.05586
1,12,143,d30034,A,APW19981211.0972,31,0.1439,0.5086,0.04214,0.1518,5,9,0,2.7082,1.01946,1.87391,1.10219
2,12,144,d30034,A,APW19981211.0972,25,0.07257,0.3409,0.009772,0.04762,5,2,0,1.05547,-0.0544889,0.0777495,1.01596
3,12,145,d30034,A,APW19981211.0972,44,0.09666,0.2703,0.01708,0.04861,7,10,0,1.52162,0.80146,0.553727,1.00426
4,12,146,d30034,A,APW19981211.0972,25,0.05318,0.2619,0,0,4,1,0,0.68273,-0.24601,-0.224334,0.979995
5,12,147,d30034,A,APW19981211.0972,11,0.03633,0.375,0.002294,0.02778,4,0,0,0.591461,-1.22026,-1.21851,0.990445
6,12,148,d30034,A,APW19981211.0972,19,0.05858,0.3333,0.002294,0.01471,4,0,0,0.95075,-0.898579,-0.762773,1.00037
7,12,149,d30034,A,APW19981211.0972,20,0.1141,0.6528,0.03732,0.2206,2,5,0,2.13487,-0.114654,0.161775,1.06284
8,12,150,d30034,A,APW19981211.0972,14,0.05338,0.3929,0.01196,0.09615,4,0,1,0.683832,-0.561157,-0.270522,0.987777
9,12,151,d30034,A,APW19981211.0972,40,0.1242,0.3355,0.0219,0.06081,6,9,0,1.54106,1.16354,0.896712,0.998212
10,12,152,d30034,A,APW19981211.0972,29,0.1142,0.4352,0.01213,0.04808,4,7,0,1.93995,0.387849,0.60452,1.03586
11,12,153,d30034,A,APW19981211.0972,13,0.02432,0.1923,0,0,5,1,0,1.07489,-0.747392,-0.718318,1.00433
0,16,0,d30036,A,APW19981012.0252,21,0.1028,0.55,0.03582,0.1974,0,14,0,1.72648,0.408956,1.78903,1.06925
1,16,1,d30036,A,APW19981012.0252,28,0.1333,0.5278,0.05451,0.2212,7,1,0,2.52781,0.052353,0.748853,1.10215
2,16,2,d30036,A,APW19981012.0252,34,0.1004,0.3258,0,0,1,17,0,0.727418,0.819004,0.998572,0.993717
3,16,3,d30036,A,APW19981012.0252,31,0.09297,0.3571,0.0187,0.07407,9,0,0,1.20881,0.620136,0.463603,1.00633
4,16,4,d30036,A,APW19981012.0252,33,0.1217,0.4194,0.04076,0.1417,11,0,0,1.51037,0.413103,0.81029,1.02533
5,16,5,d30036,A,APW19981012.0252,15,0.05152,0.3438,0.002404,0.01667,3,0,0,1.51912,-0.602649,-0.654565,1.04208
6,16,6,d30036,A,APW19981012.0252,33,0.1004,0.3468,0.02118,0.075,5,9,0,1.19777,1.33289,0.891027,0.996068
7,16,7,d30036,A,APW19981012.0252,37,0.07041,0.2206,0,0,8,9,0,0.618178,2.43807,2.18216,0.958135
8,16,8,d30036,A,APW19981012.0252,18,0.03929,0.25,0,0,4,0,0,0.469406,-0.567072,-0.608429,0.978081
9,16,9,d30036,A,APW19981012.0252,33,0.1146,0.3952,0.02388,0.08333,5,3,0,2.08445,0.4895,0.502224,1.04784
10,16,10,d30036,A,APW19981012.0252,38,0.09542,0.277,0.01911,0.05556,8,7,0,1.21905,1.26428,0.963487,0.989256
11,16,11,d30036,A,APW19981012.0252,15,0.09104,0.65,0.01646,0.125,3,1,0,1.74302,-1.10331,-0.762102,1.05297
12,16,12,d30036,A,APW19981012.0252,12,0.07209,0.7045,0.02081,0.225,3,3,0,2.17004,-0.54454,0.122869,1.08049
13,16,13,d30036,A,APW19981012.0252,21,0.0863,0.4625,0.01637,0.09211,7,3,0,2.14988,-0.398623,-0.134884,1.06513
14,16,14,d30036,A,APW19981012.0252,19,0.08581,0.5441,0.03008,0.2031,3,3,0,1.44988,-0.665121,-0.592114,1.02511
15,16,15,d30036,A,APW19981012.0252,28,0.1162,0.4808,0.01408,0.06,7,3,0,2.38498,0.335411,0.642548,1.0664
0,38,16,d30036,A,APW19981008.1113,17,0.1239,0.7794,0.04793,0.3125,1,7,1,2.9227,-0.244427,0.774855,1.14417
1,38,17,d30036,A,APW19981008.1113,14,0.03501,0.2679,0,0,4,0,0,0.156455,-0.843488,-0.901625,0.979829
2,38,18,d30036,A,APW19981008.1113,37,0.08832,0.2794,0.002294,0.007576,3,9,0,1.40251,1.28549,1.28728,1.02511
3,38,19,d30036,A,APW19981008.1113,29,0.1215,0.4815,0.02857,0.1154,3,6,0,2.16816,0.126599,0.476503,1.07067
4,38,20,d30036,A,APW19981008.1113,39,0.1172,0.3378,0.01223,0.03472,6,2,0,1.69326,0.999407,0.88484,1.02537
6,38,22,d30036,A,APW19981008.1113,26,0.03728,0.16,0,0,4,4,0,0.556843,0.047216,-0.286365,0.9772
7,38,23,d30036,A,APW19981008.1113,16,0.04449,0.3167,0.002475,0.01786,3,3,0,0.442074,-0.385071,-0.490105,0.983365
8,38,24,d30036,A,APW19981008.1113,40,0.1255,0.3553,0.01449,0.04054,4,8,0,1.33916,0.944422,0.896691,1.00417
9,38,25,d30036,A,APW19981008.1113,17,0.0561,0.3529,0,0,4,1,0,0.698488,-0.348382,-0.407746,0.995309
10,38,26,d30036,A,APW19981008.1113,34,0.1093,0.3561,0.01619,0.05469,7,6,0,1.89656,0.873677,1.06097,1.04256
11,38,27,d30036,A,APW19981008.1113,30,0.1095,0.3917,0.01161,0.0431,4,8,0,1.69736,0.334529,0.521049,1.03684
12,38,28,d30036,A,APW19981008.1113,32,0.07411,0.2581,0,0,4,10,0,0.988079,1.15971,0.643875,0.986881
13,38,29,d30036,A,APW19981008.1113,24,0.06313,0.3068,0,0,3,3,0,0.326632,-0.292573,-0.625002,0.964645
14,38,30,d30036,A,APW19981008.1113,20,0.06485,0.4118,0.002252,0.01562,4,1,0,0.882769,-0.912326,-0.864014,1.00289
15,38,31,d30036,A,APW19981008.1113,23,0.03947,0.2024,0,0,3,7,0,0.211717,0.248644,-0.204966,0.956333
16,38,32,d30036,A,APW19981008.1113,19,0.0469,0.2778,0,0,4,0,0,1.12811,-0.362773,-0.554283,1.01223
17,38,33,d30036,A,APW19981008.1113,29,0.0234,0.1042,0,0,2,0,0,0.599717,-0.137825,-0.504903,0.971012
18,38,34,d30036,A,APW19981008.1113,20,0.04906,0.2917,0.002294,0.01471,5,3,0,0.803367,-0.112816,-0.343723,0.991891
19,38,35,d30036,A,APW19981008.1113,21,0.0443,0.2375,0.002475,0.01316,5,0,0,0.511,-0.451987,-0.748723,0.975136
20,38,36,d30036,A,APW19981008.1113,23,0.05141,0.2619,0,0,4,4,0,0.658529,-0.0109028,-0.326414,0.979225
21,38,37,d30036,A,APW19981008.1113,19,0.05796,0.3289,0.002252,0.01389,4,0,0,0.313454,-0.349581,-0.669246,0.965015
22,38,38,d30036,A,APW19981008.1113,36,0.1097,0.3561,0.01157,0.03906,8,3,0,1.16881,0.252181,-0.0604502,0.992438
23,38,39,d30036,A,APW19981008.1113,17,0.04189,0.2647,0,0,3,1,0,0.478384,-0.755973,-0.984645,0.976864
24,38,40,d30036,A,APW19981008.1113,26,0.07733,0.33,0.01435,0.0625,4,1,0,1.17813,-0.339692,-0.461887,1.00471
25,38,41,d30036,A,APW19981008.1113,24,0.04946,0.2283,0,0,2,5,0,0.667751,0.160042,-0.193745,0.975334
26,38,42,d30036,A,APW19981008.1113,30,0.07708,0.2845,0.009577,0.03571,7,2,0,0.561878,0.679694,0.27134,0.961534
27,38,43,d30036,A,APW19981008.1113,29,0.05851,0.2155,0.002475,0.008929,5,3,0,0.352158,0.983604,0.493992,0.949295
28,38,44,d30036,A,APW19981008.1113,24,0.06297,0.2935,0.004879,0.02273,7,1,0,1.01241,0.732078,0.383865,0.990408
29,38,45,d30036,A,APW19981008.1113,27,0.04909,0.2019,0.002475,0.01,7,1,0,0.540688,0.326184,-0.00301682,0.963614
30,38,46,d30036,A,APW19981008.1113,27,0.03998,0.17,0,0,6,1,0,0.683334,0.15606,-0.276821,0.970329
31,38,47,d30036,A,APW19981008.1113,17,0.04438,0.3167,0,0,4,0,0,0.437432,-0.968866,-1.14987,0.972061
32,38,48,d30036,A,APW19981008.1113,10,0.004505,0.05,0,0,1,0,0,0.203772,-0.918976,-1.11115,0.965313
33,38,49,d30036,A,APW19981008.1113,12,0.01857,0.1818,0.007021,0.075,2,0,0,0.172212,-1.50328,-1.56463,0.964518
34,38,50,d30036,A,APW19981008.1113,49,0.1466,0.3351,0.02337,0.05435,11,4,0,0.676826,2.18916,1.78959,0.941468
35,38,51,d30036,A,APW19981008.1113,8,0.02336,0.3125,0,0,2,1,0,1.0171,-0.988603,-1.02342,1.01128
36,38,52,d30036,A,APW19981008.1113,53,0.1468,0.315,0.009466,0.02041,7,10,0,0.502792,2.19206,1.56708,0.926618
37,38,53,d30036,A,APW19981008.1113,12,0.04632,0.4167,0.004505,0.04545,1,3,0,1.72238,-0.996187,-0.904102,1.04688
0,20,54,d30036,A,APW19981009.0788,37,0.1682,0.5143,0.05007,0.1544,5,4,0,2.40694,1.08143,2.83284,1.0919
1,20,55,d30036,A,APW19981009.0788,21,0.07972,0.425,0.01464,0.07895,3,0,0,0.770994,-0.478786,-0.346973,1.00572
3,20,57,d30036,A,APW19981009.0788,29,0.1144,0.4224,0.007101,0.02679,9,0,0,0.506682,-0.111639,-0.356021,0.973197
4,20,58,d30036,A,APW19981009.0788,32,0.08595,0.2984,0.002294,0.008333,6,1,0,0.784129,-0.308477,-0.495575,0.985059
5,20,59,d30036,A,APW19981009.0788,38,0.1164,0.3676,0.009354,0.0303,6,4,0,1.63584,0.583398,0.412917,1.02187
6,20,60,d30036,A,APW19981009.0788,25,0.06254,0.2935,0.004546,0.02273,3,3,0,0.732009,-0.134915,-0.221434,0.987276
7,20,61,d30036,A,APW19981009.0788,44,0.1465,0.3841,0.01638,0.04375,8,6,0,1.37422,1.61126,1.79291,0.999172
8,20,62,d30036,A,APW19981009.0788,19,0.04207,0.2647,0,0,2,5,0,0.516749,0.0692397,-0.20243,0.977733
9,20,63,d30036,A,APW19981009.0788,20,0.04185,0.225,0.009425,0.05263,3,6,0,0.822155,0.104312,-0.0328059,0.99341
10,20,64,d30036,A,APW19981009.0788,17,0.03735,0.2667,0.002294,0.01786,2,3,0,0.804266,-0.252269,-0.451952,0.994751
11,20,65,d30036,A,APW19981009.0788,16,0.03724,0.25,0.002475,0.01667,4,0,0,0.43407,-0.740453,-0.9726,0.976384
12,20,66,d30036,A,APW19981009.0788,19,0.07506,0.4444,0.01929,0.1176,2,3,0,2.42751,-0.538827,-0.229113,1.08793
13,20,67,d30036,A,APW19981009.0788,8,0.03512,0.4688,0.01223,0.1786,0,1,0,1.53144,-1.41358,-1.2461,1.0482
14,20,68,d30036,A,APW19981009.0788,11,0.009267,0.09091,0,0,1,0,0,0.437652,-1.76269,-1.76596,0.983808
15,20,69,d30036,A,APW19981009.0788,23,0.05141,0.2619,0,0,4,4,0,0.658529,-0.0109028,-0.326414,0.975205
16,20,70,d30036,A,APW19981009.0788,35,0.1052,0.3516,0.01157,0.04032,8,3,0,1.17295,0.252181,-0.0604502,0.989609
17,20,71,d30036,A,APW19981009.0788,17,0.04189,0.2647,0,0,3,1,0,0.478384,-0.755973,-0.984645,0.972476
18,20,72,d30036,A,APW19981009.0788,14,0.02585,0.2115,0.002404,0.02083,3,0,0,0.875621,-1.28785,-1.39743,0.998512
19,20,73,d30036,A,APW19981009.0788,31,0.1095,0.3917,0.002475,0.008621,5,3,0,0.750632,0.102239,-0.17682,0.968697
0,28,74,d30036,A,APW19981008.0523,33,0.1468,0.5081,0.03778,0.1333,5,7,0,2.06877,0.937666,2.60969,1.07659
1,28,75,d30036,A,APW19981008.0523,34,0.1071,0.3594,0.004879,0.01613,8,3,0,1.28393,1.25401,1.21426,1.01442
2,28,76,d30036,A,APW19981008.0523,14,0.03046,0.2955,0,0,2,3,0,1.33855,-0.836458,-0.638981,1.05354
3,28,77,d30036,A,APW19981008.0523,28,0.07,0.2778,0.004879,0.01923,2,7,0,0.437625,0.389807,0.289418,0.97057
4,28,78,d30036,A,APW19981008.0523,22,0.0558,0.2857,0,0,6,0,0,0.116366,-0.306434,-0.63576,0.959147
5,28,79,d30036,A,APW19981008.0523,29,0.07927,0.3036,0.009466,0.03704,5,2,0,1.41156,0.160849,0.0912616,1.02183
6,28,80,d30036,A,APW19981008.0523,37,0.0815,0.2574,0,0,10,1,0,0.680814,1.41635,0.701286,0.964717
7,28,81,d30036,A,APW19981008.0523,27,0.07704,0.33,0,0,3,5,0,0.456698,-0.0868341,-0.465329,0.969431
8,28,82,d30036,A,APW19981008.0523,50,0.1465,0.3214,0.01611,0.03646,11,2,0,1.5561,1.51859,1.26573,1.00108
9,28,83,d30036,A,APW19981008.0523,25,0.1147,0.5104,0.01952,0.08696,3,4,0,1.95692,0.171442,0.496773,1.05723
10,28,84,d30036,A,APW19981008.0523,28,0.0937,0.3571,0.01889,0.07407,6,0,0,1.11971,0.21778,-0.0325941,1.00165
11,28,85,d30036,A,APW19981008.0523,35,0.03969,0.1466,0,0,3,2,0,0.631532,0.499474,-0.0102983,0.964935
13,28,87,d30036,A,APW19981008.0523,26,0.06997,0.3125,0.009496,0.04348,2,6,0,0.896048,-0.0250839,-0.184524,0.991428
14,28,88,d30036,A,APW19981008.0523,27,0.08385,0.3462,0.002294,0.01,5,0,0,0.372959,-0.116234,-0.276799,0.961972
15,28,89,d30036,A,APW19981008.0523,19,0.08648,0.5139,0.007062,0.04412,5,2,0,1.83556,0.0091002,0.521925,1.05456
16,28,90,d30036,A,APW19981008.0523,19,0.06529,0.4375,0.00706,0.05,3,0,0,2.4378,-0.943318,-0.748197,1.08946
17,28,91,d30036,A,APW19981008.0523,22,0.1091,0.5595,0.02035,0.1125,6,1,0,1.72359,-0.45111,-0.221031,1.04314
18,28,92,d30036,A,APW19981008.0523,9,0.02589,0.3056,0,0,1,0,0,0.157045,-1.4032,-1.37091,0.970824
19,28,93,d30036,A,APW19981008.0523,33,0.119,0.3864,0.0143,0.04688,7,7,0,1.48715,0.961141,0.738193,1.00937
20,28,94,d30036,A,APW19981008.0523,23,0.06533,0.3182,0.004656,0.02381,4,4,0,1.35326,0.393618,0.287131,1.01356
21,28,95,d30036,A,APW19981008.0523,24,0.05811,0.2717,0.009243,0.04545,6,2,0,1.09465,0.783701,0.44203,0.994466
22,28,96,d30036,A,APW19981008.0523,18,0.05166,0.3235,0,0,2,3,0,0.418217,-0.0525039,-0.305217,0.966905
23,28,97,d30036,A,APW19981008.0523,16,0.03472,0.2344,0,0,1,2,0,0.663849,-0.947552,-0.731198,0.987865
24,28,98,d30036,A,APW19981008.0523,26,0.06057,0.2826,0.007173,0.03409,9,1,0,0.737576,-0.0201866,0.235692,0.979317
25,28,99,d30036,A,APW19981008.0523,34,0.1143,0.3828,0.03289,0.1129,7,7,0,2.33272,0.452183,1.09968,1.06095
26,28,100,d30036,A,APW19981008.0523,20,0.09515,0.5694,0.03248,0.2059,4,3,1,2.2518,-0.5038,-0.341712,1.06894
27,28,101,d30036,A,APW19981008.0523,15,0.06718,0.5179,0.01367,0.1154,3,2,0,2.07172,-1.03583,-0.940203,1.06431
0,33,102,d30036,A,APW19981006.0833,34,0.1168,0.3788,0.009648,0.03125,8,4,0,1.33174,0.64395,2.15379,1.03309
1,33,103,d30036,A,APW19981006.0833,20,0.04006,0.2237,0,0,6,0,0,0.155384,-0.513984,-0.796838,0.97126
2,33,104,d30036,A,APW19981006.0833,18,0.0304,0.2167,0.009505,0.07143,3,3,0,0.937008,-0.816565,-0.430235,1.02854
3,33,105,d30036,A,APW19981006.0833,26,0.05584,0.25,0,0,4,4,0,0.22708,0.0378462,-0.368566,0.9605
4,33,106,d30036,A,APW19981006.0833,29,0.06767,0.3021,0.007131,0.03261,4,1,0,1.17081,0.176673,0.30539,1.01086
5,33,107,d30036,A,APW19981006.0833,32,0.05137,0.1774,0,0,3,4,0,0.378855,1.86635,1.24802,0.953417
7,33,109,d30036,A,APW19981006.0833,13,0.01629,0.1591,0,0,0,0,0,0.238008,-1.17122,-1.19333,0.977592
8,33,110,d30036,A,APW19981006.0833,22,0.08875,0.475,0.01183,0.06579,6,2,0,1.87042,-0.488952,-0.219215,1.0592
9,33,111,d30036,A,APW19981006.0833,14,0.04889,0.4038,0.007283,0.0625,2,0,0,1.81107,-1.12633,-1.14687,1.06276
10,33,112,d30036,A,APW19981006.0833,12,0.035,0.3125,0.002475,0.02273,2,0,0,0.620861,-1.13918,-1.01714,0.998763
11,33,113,d30036,A,APW19981006.0833,39,0.1144,0.35,0.01205,0.03676,6,6,0,0.599722,1.16912,0.98546,0.96154
12,33,114,d30036,A,APW19981006.0833,15,0.03024,0.25,0,0,2,0,0,0.436935,-0.915807,-0.975222,0.982573
14,33,116,d30036,A,APW19981006.0833,12,0.02797,0.2727,0,0,2,2,0,0.349505,-1.30839,-1.41338,0.981066
15,33,117,d30036,A,APW19981006.0833,18,0.03262,0.2188,0,0,3,3,0,0.183514,-0.376922,-0.534329,0.962499
17,33,119,d30036,A,APW19981006.0833,29,0.04877,0.21,0,0,6,11,0,0.317633,1.07587,0.688327,0.952544
18,33,120,d30036,A,APW19981006.0833,11,0.03498,0.3409,0.007101,0.075,4,0,0,0.672561,-0.975926,-0.859653,0.997724
19,33,121,d30036,A,APW19981006.0833,12,0.03728,0.3333,0.007173,0.06818,2,0,0,0.191345,-1.29165,-1.40038,0.969605
20,33,122,d30036,A,APW19981006.0833,13,0.05149,0.4231,0.007173,0.0625,3,0,0,0.479935,-0.897616,-0.88013,0.983095
21,33,123,d30036,A,APW19981006.0833,16,0.06085,0.4333,0.007173,0.05357,1,1,0,0.599246,-0.857426,-0.70679,0.986777
22,33,124,d30036,A,APW19981006.0833,10,0.03043,0.3611,0,0,2,0,0,0.335738,-1.21633,-1.12748,0.978798
23,33,125,d30036,A,APW19981006.0833,22,0.04899,0.2625,0.007173,0.03947,5,5,0,0.274003,0.021744,-0.381062,0.95639
24,33,126,d30036,A,APW19981006.0833,32,0.0628,0.225,0,0,7,1,0,0.287369,0.322764,-0.0690669,0.945925
25,33,127,d30036,A,APW19981006.0833,25,0.04902,0.2283,0,0,3,10,0,0.439531,0.161001,0.0299545,0.963082
26,33,128,d30036,A,APW19981006.0833,13,0.05137,0.4231,0.007173,0.0625,3,0,0,0.153055,-1.04567,-1.20948,0.961701
27,33,129,d30036,A,APW19981006.0833,21,0.06066,0.3611,0,0,3,2,0,1.10542,-0.23652,0.110525,1.0056
28,33,130,d30036,A,APW19981006.0833,42,0.1045,0.3041,0.01653,0.04861,9,11,0,1.35589,1.46608,1.27739,0.98946
29,33,131,d30036,A,APW19981006.0833,43,0.09091,0.25,0.02141,0.05921,5,13,0,1.46346,1.81037,1.54457,0.991577
30,33,132,d30036,A,APW19981006.0833,31,0.09541,0.3942,0.01635,0.07,4,3,0,1.09413,-0.519022,-0.546501,0.991825
31,33,133,d30036,A,APW19981006.0833,9,0.0185,0.25,0,0,0,0,0,0.277518,-1.73423,-1.74386,0.972628
1,54,136,d30036,A,NYT19981008.0338,39,0.152,0.4514,0.05078,0.15,8,4,0,1.53768,1.81857,2.21154,1.02528
2,54,137,d30036,A,NYT19981008.0338,33,0.09538,0.3306,0.01464,0.05,1,10,0,1.53801,0.59347,0.375257,1.03779
3,54,138,d30036,A,NYT19981008.0338,30,0.06287,0.2411,0,0,6,4,0,1.14674,1.11842,1.0687,1.0055
4,54,139,d30036,A,NYT19981008.0338,36,0.08399,0.2727,0,0,8,1,0,0.72762,1.26741,0.816524,0.972938
5,54,140,d30036,A,NYT19981008.0338,34,0.086,0.2803,0.004808,0.01562,8,0,0,0.406814,0.531207,0.0993915,0.960319
6,54,141,d30036,A,NYT19981008.0338,37,0.1164,0.3788,0.02107,0.07031,2,12,0,0.764544,0.761802,0.349874,0.976071
7,54,142,d30036,A,NYT19981008.0338,40,0.07634,0.223,0.01179,0.03472,4,9,0,0.794531,1.11137,0.655565,0.972704
8,54,143,d30036,A,NYT19981008.0338,41,0.06535,0.1944,0,0,7,0,0,0.251138,0.448903,0.210405,0.946318
9,54,144,d30036,A,NYT19981008.0338,14,0.03277,0.25,0.002404,0.01923,1,0,0,0.250027,-1.30497,-1.33351,0.978655
10,54,145,d30036,A,NYT19981008.0338,31,0.08187,0.2917,0.007021,0.02586,2,10,0,0.909037,1.04392,0.776568,0.988086
11,54,146,d30036,A,NYT19981008.0338,23,0.07931,0.4048,0.006839,0.0375,4,1,0,0.487492,-0.455196,-0.398612,0.980038
12,54,147,d30036,A,NYT19981008.0338,16,0.05376,0.3594,0.002294,0.01667,4,0,0,0.214841,-0.865885,-1.06995,0.971321
13,54,148,d30036,A,NYT19981008.0338,10,0.01406,0.1667,0,0,0,0,0,0.288922,-1.71037,-1.72535,0.984718
15,54,150,d30036,A,NYT19981008.0338,16,0.06555,0.4375,0.004879,0.03333,4,0,0,0.396896,-1.00981,-1.04165,0.981845
16,54,151,d30036,A,NYT19981008.0338,26,0.08861,0.38,0.002252,0.01042,5,0,0,0.2238,-0.804817,-1.02255,0.960754
17,54,152,d30036,A,NYT19981008.0338,12,0.05833,0.5208,0,0,2,0,0,0.418961,-1.44272,-1.38907,0.988226
18,54,153,d30036,A,NYT19981008.0338,38,0.1004,0.3162,0.00495,0.01515,6,6,0,0.700996,0.855944,0.687964,0.969051
19,54,154,d30036,A,NYT19981008.0338,26,0.09593,0.4271,0.004769,0.02174,6,1,0,0.794753,-0.191155,-0.404522,0.988077
20,54,155,d30036,A,NYT19981008.0338,11,0.02339,0.2778,0,0,2,0,0,0.489558,-0.962341,-0.982579,0.98964
21,54,156,d30036,A,NYT19981008.0338,37,0.09105,0.2955,0.002475,0.007812,9,1,0,1.04879,0.662052,0.4492,0.987602
22,54,157,d30036,A,NYT19981008.0338,23,0.03284,0.1842,0,0,2,5,0,0.693685,-0.0788985,-0.459171,0.982856
23,54,158,d30036,A,NYT19981008.0338,21,0.04241,0.225,0.009425,0.05263,1,2,0,0.580908,-0.813307,-0.87256,0.983083
24,54,159,d30036,A,NYT19981008.0338,15,0.05137,0.4231,0.002252,0.02083,2,1,0,0.963378,-0.730995,-0.694929,1.00981
25,54,160,d30036,A,NYT19981008.0338,31,0.08176,0.2917,0,0,9,1,0,0.365828,0.500831,-0.009245,0.954274
26,54,161,d30036,A,NYT19981008.0338,38,0.09534,0.2847,0.009425,0.02857,7,2,0,0.684595,0.857787,0.267786,0.961923
27,54,162,d30036,A,NYT19981008.0338,17,0.04871,0.3088,0,0,2,3,0,0.850556,-0.741184,-0.831397,0.999941
28,54,163,d30036,A,NYT19981008.0338,38,0.1002,0.3071,0.007173,0.02206,7,8,0,0.706272,1.03547,0.545682,0.963323
29,54,164,d30036,A,NYT19981008.0338,26,0.07879,0.3269,0.007173,0.03,4,2,0,0.450663,0.0938066,-0.18514,0.96481
30,54,165,d30036,A,NYT19981008.0338,43,0.1137,0.3224,0.007021,0.02027,4,5,0,1.00955,0.607869,0.532511,0.977811
31,54,166,d30036,A,NYT19981008.0338,30,0.07909,0.3148,0,0,3,3,0,0.628532,0.000627001,-0.0177975,0.97203
